MAZE 280 140
 14  70  14  71
 74  43  75  43
198  90 199  90
212  62 212  63
208  85 208  86
140  86 141  86
 85  10  86  10
 35  44  35  45
158  71 158  72
191  24 191  25
 45  51  46  51
136  34 136  35
  8   3   8   4
  4  46   5  46
 21  24  21  25
205 139 206 139
140  66 140  67
259  44 259  45
 10   9  11   9
 27  70  28  70
231 103 232 103
201 125 202 125
129  55 129  56
 67  93  67  94
 44  13  45  13
151 136 151 137
167  32 168  32
213 116 214 116
221 130 221 131
173   2 173   3
 23   7  24   7
245  41 245  42
 24 134  24 135
 58  85  58  86
  8   9   9   9
 99   4 100   4
227  83 228  83
104  76 104  77
 10  31  11  31
259  94 259  95
 14  67  14  68
211  34 212  34
139 106 139 107
274  56 275  56
241  39 242  39
272  81 272  82
138  16 139  16
209 131 209 132
 48  72  49  72
 18  70  19  70
128  74 128  75
140  65 140  66
102  91 103  91
 91  39  91  40
175  60 175  61
 60  32  60  33
 76  13  76  14
119  81 120  81
 38 137  38 138
214  68 214  69
242   0 242   1
230 114 231 114
272  63 272  64
 38  33  39  33
155  87 156  87
139  65 140  65
252 118 252 119
 16 128  17 128
 52  31  53  31
112 127 112 128
188  50 189  50
249 109 250 109
132  43 132  44
 29  55  30  55
 23  32  24  32
242  40 242  41
 50 122  50 123
254  99 255  99
222 116 223 116
229 122 229 123
210 109 211 109
248  69 249  69
231  27 232  27
 43  58  44  58
 13  80  14  80
270  61 270  62
 77  85  77  86
 52  57  53  57
 39 139  40 139
103  72 104  72
131  85 132  85
213   8 214   8
204  65 204  66
243  88 243  89
 70  62  71  62
169  38 169  39
 13 118  14 118
122   3 123   3
197  53 198  53
218  10 218  11
141   3 141   4
107  67 108  67
153  88 154  88
 73  99  74  99
194  22 194  23
 60   5  61   5
 37  69  38  69
177  97 178  97
 32 111  32 112
230 103 230 104
247 108 248 108
205 133 206 133
192  32 192  33
 91  50  92  50
 73 105  74 105
275  65 275  66
129  73 129  74
145 133 146 133
277  55 278  55
244  68 244  69
 75  91  75  92
 97  41  98  41
 75  62  75  63
102  52 102  53
254  21 254  22
246 107 246 108
228  27 228  28
 20  35  20  36
226 131 227 131
 20  89  21  89
253   7 254   7
 32 119  32 120
272  57 272  58
 29   2  29   3
 19  14  19  15
197  56 198  56
 29  54  29  55
236  83 236  84
139  21 139  22
208  79 208  80
248  37 249  37
222 114 223 114
 39  62  39  63
 24   4  24   5
139  71 139  72
174  43 174  44
  6 122   7 122
 89  27  89  28
 64  16  64  17
180  95 181  95
126  41 126  42
257  38 257  39
 77  72  77  73
152  41 153  41
 32 102  32 103
273  18 273  19
  0 120   0 121
 68 136  69 136
  2  19   3  19
210   3 211   3
263 120 263 121
270 109 270 110
 77 137  78 137
194  57 194  58
 38  60  39  60
186  45 187  45
149  15 150  15
 64  66  65  66
109  57 109  58
 87  44  88  44
 15  70  16  70
 55  17  55  18
171 139 172 139
 81  45  82  45
278 124 278 125
 15  94  15  95
131  24 131  25
139 131 140 131
116  52 116  53
131 138 132 138
161  28 161  29
152   4 153   4
 48 128  49 128
 84  72  84  73
266  10 266  11
235  43 236  43
120  82 121  82
 62  92  62  93
180 135 180 136
128  40 129  40
170 129 170 130
 47 105  48 105
184  12 185  12
191  88 192  88
157  56 157  57
227 134 228 134
119  38 120  38
264 118 264 119
190  21 191  21
 57 109  57 110
116  30 116  31
 54  17  55  17
 70  96  71  96
265 122 265 123
 57  80  57  81
194  54 194  55
156   5 156   6
 47  15  48  15
149  34 150  34
245  96 245  97
131  85 131  86
226 100 226 101
 58   2  59   2
 12  45  13  45
241  24 242  24
215  38 216  38
 58   6  59   6
 26  73  26  74
142  47 143  47
122  53 123  53
210  36 210  37
 82 104  83 104
 83   8  84   8
 33  33  34  33
 89  74  89  75
 77  66  77  67
 49 137  50 137
190   8 190   9
171  31 172  31
224  71 224  72
 11  18  11  19
 78 133  78 134
153  27 153  28
 91   0  91   1
262 104 262 105
 96 105  96 106
 92 107  93 107
226  89 227  89
121  45 121  46
235 116 236 116
265 120 265 121
180  90 181  90
 95 125  95 126
 37 114  38 114
 92   4  92   5
 24   5  24   6
271  95 272  95
 61 128  62 128
115 133 116 133
176  48 176  49
258 136 258 137
102  40 102  41
 75 102  75 103
106  93 106  94
138  66 138  67
 55 100  56 100
236  44 237  44
 38  82  39  82
 39 138  40 138
 86  45  87  45
208  74 208  75
121 134 122 134
206  33 207  33
 82 103  83 103
190 117 190 118
135  19 135  20
211 110 212 110
217  76 218  76
 15  53  15  54
 12  25  13  25
182 100 182 101
191 108 192 108
267   5 268   5
 38  62  39  62
 27  10  27  11
 31  68  31  69
259 115 260 115
 85  28  85  29
 92 105  93 105
 85  84  86  84
168  44 168  45
 86 116  87 116
228  31 228  32
  6  54   6  55
137  61 137  62
 53 114  54 114
211  35 211  36
 42  70  42  71
 59   6  60   6
186  23 186  24
126  84 127  84
 94  84  94  85
263  60 264  60
222  43 223  43
182  10 182  11
145 109 146 109
  9  85   9  86
276 116 276 117
171 113 171 114
131  28 131  29
  8  34   8  35
104  12 105  12
243  13 244  13
268 103 269 103
206  23 206  24
152  80 153  80
255  76 255  77
221  38 222  38
145 123 145 124
 78  49  79  49
  8 110   9 110
 92   1  93   1
146  70 146  71
 32  35  32  36
244 139 245 139
237  77 237  78
194  18 195  18
196  62 196  63
259  64 259  65
175  27 175  28
 75  64  75  65
105 117 105 118
 31  54  32  54
 90  50  90  51
190 116 190 117
228  48 228  49
221 116 222 116
 54  41  55  41
156  75 157  75
132  91 132  92
177  82 178  82
185 137 185 138
145  15 145  16
 59  13  59  14
239 109 239 110
 86  65  86  66
157  99 158  99
 47 113  48 113
108 130 109 130
235 131 236 131
177  97 177  98
202  34 202  35
274 125 275 125
224  97 224  98
241  77 242  77
203   3 204   3
233  18 233  19
220 112 221 112
144  94 145  94
221 114 222 114
155   7 156   7
  7  88   7  89
167  30 167  31
219  57 220  57
202 113 202 114
155 133 155 134
243  72 243  73
102  21 103  21
268  60 269  60
 89  85  90  85
126   4 127   4
237  85 238  85
 37   4  38   4
188 129 188 130
242  41 243  41
 87  95  88  95
 37 114  37 115
206  90 206  91
 49  31  50  31
 65  17  66  17
 35  71  35  72
128  18 129  18
239  67 240  67
 33   6  34   6
229  30 229  31
 61   5  62   5
157  95 157  96
 38  59  38  60
272  41 273  41
239  63 240  63
227 130 227 131
216  76 217  76
152 102 152 103
 10  63  11  63
 71  47  72  47
 11  92  12  92
 21  87  21  88
185  49 186  49
 49  30  50  30
167  33 167  34
181 109 181 110
115   5 115   6
180 101 181 101
 57   4  58   4
137  37 138  37
192  35 192  36
171 133 172 133
131  41 132  41
 51  48  52  48
183 139 184 139
266  52 267  52
 74 127  74 128
264   0 264   1
125 119 126 119
 40  89  40  90
 24  23  24  24
187 138 188 138
 68  34  68  35
 46  93  46  94
 42  99  42 100
278  64 279  64
196 137 197 137
147   7 148   7
115  53 115  54
 80  48  80  49
 23 108  24 108
244  14 244  15
211  98 212  98
139  22 140  22
199   2 199   3
 64  16  65  16
129  35 130  35
270  36 270  37
 31  93  31  94
163  91 163  92
170  11 171  11
189  68 189  69
226 137 227 137
 90 134  90 135
 61  23  61  24
230  64 231  64
254  75 255  75
163  91 164  91
178  73 178  74
274 103 274 104
 51  59  51  60
228  77 229  77
  7  87   7  88
197  49 197  50
211  71 212  71
161  88 162  88
 45  26  45  27
 14  88  15  88
172 119 172 120
 34 130  34 131
256  15 256  16
210  23 211  23
277  64 277  65
 71 133  71 134
225  16 225  17
203  72 203  73
260  34 260  35
167 110 167 111
 35  84  35  85
172 126 172 127
 40  81  40  82
208  77 208  78
 96  76  97  76
 62  63  63  63
 50  19  50  20
 61 114  62 114
 37  15  37  16
269 119 270 119
199 128 200 128
143  76 144  76
142  12 143  12
 52  46  52  47
221 123 222 123
 22  24  23  24
140  75 140  76
219  20 219  21
 78  75  78  76
263  79 263  80
191  79 192  79
  6   3   7   3
223   9 224   9
151  27 151  28
  9   8  10   8
111  76 112  76
  8  19   9  19
275  48 275  49
192  69 192  70
183  41 184  41
209  85 209  86
143  95 143  96
181 135 182 135
144   2 145   2
144  84 145  84
 54 124  55 124
 34  33  35  33
 80  47  81  47
 89  36  90  36
 64  69  64  70
159  14 159  15
244  90 245  90
277  65 277  66
176  78 176  79
131  67 131  68
 63  13  63  14
 62  12  63  12
 33  71  33  72
161 105 162 105
269 120 270 120
 32  14  32  15
114 131 115 131
 46  74  47  74
  8  72   8  73
233  35 234  35
 49  56  49  57
 91  81  92  81
187  86 187  87
165 135 166 135
125  40 126  40
 67 103  68 103
185  99 185 100
 63  97  63  98
147   5 147   6
206   9 207   9
163  39 164  39
119  49 120  49
131 127 131 128
266  78 267  78
 60  82  61  82
 46 111  46 112
 75  25  76  25
102  39 102  40
 17   6  17   7
220  93 221  93
164 111 164 112
207  55 207  56
273  46 273  47
 28  12  29  12
226 106 227 106
 65 100  65 101
 10 106  11 106
143  42 143  43
 70 107  70 108
277  58 278  58
140  47 140  48
199  69 199  70
170  16 171  16
 11  40  11  41
124  46 125  46
  9 106   9 107
157   7 157   8
214 115 214 116
140  81 140  82
140 100 141 100
 70  58  71  58
186  74 187  74
117  68 117  69
225 126 226 126
272  22 272  23
266  57 266  58
 20  39  21  39
139  38 140  38
160  67 160  68
 71 115  71 116
 47   5  48   5
263 122 263 123
198  54 198  55
246 110 247 110
193  26 194  26
231  79 231  80
116 129 117 129
178  56 178  57
270  31 271  31
236  76 236  77
258 115 259 115
206  93 206  94
205  11 205  12
236 100 237 100
269  37 269  38
270 126 271 126
 10  26  11  26
 87 115  87 116
101  48 102  48
141  13 142  13
 75  26  75  27
 21   0  21   1
135  14 136  14
117  84 117  85
 34  88  34  89
270  59 270  60
125  11 125  12
210  43 211  43
253 114 254 114
165   8 165   9
267 127 268 127
247  24 247  25
212  55 212  56
240  63 240  64
190  95 191  95
131 131 131 132
255  27 256  27
153 100 154 100
 31 101  32 101
271  42 272  42
 34  69  35  69
 30 134  30 135
103 107 104 107
226 124 227 124
207   4 208   4
167  74 167  75
146  56 146  57
143  41 144  41
138  81 138  82
168  73 168  74
 13   0  13   1
140 130 141 130
264 136 265 136
179  90 179  91
259  47 259  48
103  58 104  58
157  55 158  55
 52   7  52   8
249  97 250  97
118  38 119  38
232 120 232 121
180 124 181 124
126 134 127 134
176  81 176  82
 12  96  12  97
 37  63  37  64
222  12 223  12
277 138 278 138
 29 131  30 131
129   6 130   6
 54  73  54  74
270 112 271 112
 65 126  65 127
 34 131  35 131
133  15 134  15
 79  49  80  49
223 100 224 100
224  19 224  20
145  47 146  47
 30 104  30 105
212 134 212 135
 31  81  32  81
158  99 159  99
170   8 171   8
122  34 122  35
227 131 228 131
263 111 263 112
182  93 182  94
254  77 254  78
  7   6   8   6
 57  89  57  90
 85  35  85  36
150  45 150  46
246 111 246 112
153  47 154  47
275 130 275 131
  8  71   8  72
153  31 153  32
146 120 147 120
181  54 182  54
131   6 132   6
210  58 211  58
 27  14  27  15
103   1 104   1
 72  61  73  61
 13 123  13 124
140  94 141  94
 54  27  55  27
168  76 168  77
 28  79  28  80
152  48 153  48
 85  11  86  11
200 115 200 116
273  33 274  33
 93 129  93 130
172 123 172 124
107  18 108  18
191  80 191  81
128  91 128  92
207  54 208  54
126 137 127 137
274  25 274  26
 21  38  21  39
128  70 128  71
 40  55  40  56
143  98 144  98
221  30 222  30
 13  78  13  79
 15  78  16  78
222  27 222  28
 74  54  74  55
 30  30  30  31
168  97 168  98
 60  81  60  82
 50  21  51  21
 13 109  13 110
247   6 248   6
 20 102  21 102
123 136 124 136
126  39 127  39
247 133 247 134
 27  10  28  10
239  25 239  26
 39 134  40 134
 65 105  66 105
241 108 242 108
 64  38  64  39
169 135 169 136
186  25 187  25
 33  14  34  14
 87  78  88  78
261  53 261  54
193  22 194  22
169  12 169  13
226   4 226   5
263   5 263   6
147 101 147 102
 61  97  61  98
 67  25  67  26
148  47 149  47
211  75 211  76
 84  14  84  15
 77 132  77 133
264  51 265  51
184  38 185  38
 65  18  66  18
 47 122  47 123
181  27 182  27
211  18 212  18
243 117 244 117
268  65 269  65
227   9 227  10
270  44 270  45
 87  22  88  22
 44  32  44  33
252  29 253  29
101  77 101  78
216  82 217  82
213 137 213 138
 51  33  51  34
 33 119  33 120
121 125 122 125
 39  22  40  22
 21  53  21  54
162  39 162  40
119  99 119 100
 57  95  57  96
