MAZE 168 336
 80 158  80 159
  8  55   9  55
 17   1  18   1
 61 290  62 290
 65  77  65  78
 64  23  65  23
 58  22  59  22
 49   9  50   9
114 109 114 110
 15  19  15  20
131 135 131 136
 77 104  77 105
157 268 157 269
116 122 117 122
142 121 143 121
 29  68  29  69
 90 212  90 213
 38  35  38  36
102 208 103 208
 23 107  23 108
 36 222  36 223
122 200 123 200
135 193 135 194
 67 100  67 101
116 172 116 173
 81  43  81  44
159 222 160 222
 43 120  44 120
  9 239   9 240
 25 185  25 186
 15 253  15 254
135 124 135 125
 16  86  16  87
146 181 146 182
 41 156  41 157
110 142 111 142
 35 231  35 232
 66 167  66 168
119 191 120 191
111 101 112 101
 48 168  49 168
 94 163  94 164
 83  43  83  44
 51 107  51 108
 61  21  62  21
 34 294  34 295
 99 248 100 248
 74 250  74 251
124 327 125 327
156 304 156 305
 53 312  54 312
 35  78  35  79
146 195 146 196
140  49 141  49
113 163 113 164
 16 271  16 272
138 289 138 290
 22  34  23  34
111  79 111  80
 91 147  92 147
 91  16  91  17
 43 118  43 119
 25  33  26  33
133 109 133 110
 79 243  80 243
 55 190  56 190
102 250 103 250
 63  33  64  33
140  28 140  29
 27  88  28  88
 37   9  37  10
118 330 119 330
127 188 127 189
  3  49   3  50
109 259 109 260
 64 184  64 185
 17  84  17  85
 97   7  97   8
 80 266  81 266
  4 297   4 298
 33  41  33  42
 63 194  63 195
 61 291  61 292
152  81 153  81
 24 187  24 188
 82 248  83 248
 43  22  44  22
 12  48  12  49
  0 243   0 244
 76 245  76 246
 19 139  19 140
105 163 106 163
 67 140  67 141
149  53 149  54
104 110 105 110
 48 259  49 259
 43 317  44 317
158 221 158 222
138 217 139 217
 15 273  16 273
165 197 165 198
 86 316  86 317
 13 207  14 207
 67 251  67 252
 49 328  49 329
 58  70  58  71
 63 246  63 247
152  90 152  91
 72 239  73 239
137  78 137  79
 46 200  46 201
  0 189   1 189
163 332 163 333
 28  85  28  86
139 275 139 276
106  14 107  14
 67  31  68  31
 80  54  80  55
 86  83  87  83
  4 274   4 275
 93 204  94 204
 40 191  41 191
 64  27  65  27
 96   9  96  10
 39  67  39  68
128 119 129 119
 37 238  37 239
 42 195  43 195
 11 100  12 100
144 192 144 193
 96 294  96 295
 71 173  72 173
 86  49  87  49
 49  35  50  35
109 161 109 162
 29 197  30 197
143 214 144 214
112 212 113 212
141 180 141 181
 79 132  80 132
 36 126  37 126
138 321 138 322
135 257 135 258
 81 111  82 111
 53 283  53 284
132 244 132 245
 67  47  67  48
 11 114  11 115
162  12 163  12
 53 132  53 133
141 212 142 212
 49  68  49  69
 89  41  90  41
 66 209  66 210
125 108 126 108
166   5 166   6
 15 212  16 212
130  57 131  57
135 310 135 311
 64  80  65  80
150  47 151  47
120 137 121 137
 67 325  67 326
 76  71  77  71
 48 177  48 178
140 136 140 137
 69 165  69 166
145 326 145 327
118  47 118  48
 80  27  81  27
147  46 147  47
 42 136  43 136
 99 240  99 241
127 292 127 293
  3  65   4  65
 40  43  40  44
 65   3  66   3
101 268 102 268
108 148 108 149
 58 212  58 213
 35 302  36 302
 68   5  68   6
134 292 134 293
 63 139  63 140
 72  38  72  39
144  16 145  16
161  99 162  99
 82 230  82 231
139 299 139 300
 19 140  19 141
  2 176   2 177
 63 110  63 111
 12 304  12 305
 10   4  11   4
