MAZE 144 288
 56  60  56  61
 53 256  54 256
  8  43   8  44
 94 202  95 202
 60  53  61  53
  4 165   4 166
102 254 102 255
108  46 109  46
 28 231  29 231
130  19 131  19
 87  82  87  83
 64 120  65 120
 68 147  69 147
 57  34  58  34
106  75 107  75
109 230 110 230
114 125 114 126
  1 187   2 187
 85  75  85  76
 95 256  96 256
  0 204   1 204
 84  13  84  14
 57 118  58 118
138 284 138 285
 62 237  63 237
108  57 108  58
 74  72  74  73
 56  30  56  31
 20 114  20 115
 97 176  97 177
 33 196  34 196
 43   1  44   1
118 102 118 103
120 161 121 161
 89   1  89   2
  1 280   1 281
 28  55  29  55
 17 168  18 168
 62  57  62  58
134 180 134 181
 85 214  86 214
 34 203  34 204
110  35 111  35
 35 154  36 154
 33  21  33  22
 33  52  33  53
  8 117   8 118
 92 146  93 146
 83 277  84 277
 97  66  97  67
117  61 117  62
113 110 113 111
 46 165  47 165
108 166 109 166
129 214 130 214
 16  46  17  46
137 176 137 177
134 143 135 143
 93 258  94 258
111   8 111   9
 64 185  65 185
  8  86   9  86
 55  66  55  67
142 191 142 192
 92 159  92 160
108 239 109 239
117  22 118  22
106 266 107 266
134   9 135   9
133  62 134  62
 72 193  73 193
 29  77  30  77
  4 243   4 244
 35 206  35 207
 77  89  77  90
 79 223  79 224
133  31 133  32
 46 211  46 212
 74   6  75   6
 54  54  55  54
124  99 124 100
  6 268   6 269
134  90 134  91
 83 266  84 266
 14 100  15 100
 53  26  54  26
130 234 131 234
 65 137  66 137
 43 264  43 265
 68   5  69   5
105 270 105 271
131   7 132   7
107  27 107  28
138 187 139 187
 53   6  53   7
104  72 105  72
 91 207  91 208
127   1 127   2
 17  43  17  44
 52  92  52  93
 62 230  63 230
 44 187  44 188
 72 159  72 160
 86 268  87 268
 70  61  70  62
120 211 121 211
 80  21  81  21
  9  45   9  46
 39 273  40 273
138 286 139 286
 40 100  40 101
 52 167  52 168
106 107 107 107
105 156 106 156
 52 121  53 121
 36  69  37  69
138 188 139 188
135 129 135 130
  8 268   8 269
118  40 118  41
 80 133  80 134
141  83 142  83
 12 243  13 243
 82  80  83  80
 78 124  78 125
 85  12  86  12
 52 140  53 140
 75 242  75 243
136  99 136 100
 10 158  10 159
 73  62  74  62
 49 122  50 122
 57 145  58 145
 14 284  15 284
113 118 113 119
131 259 132 259
 66 215  66 216
 39 226  39 227
  9  63  10  63
129 189 130 189
 71 248  72 248
 69 168  69 169
 83  81  84  81
 17 223  17 224
 85  83  86  83
102  92 103  92
 36  89  36  90
134 133 134 134
 33 245  33 246
 22  96  23  96
 68 235  69 235
 21  64  21  65
 95  90  96  90
107  38 108  38
 31 201  31 202
 77 144  78 144
108  49 109  49
 28  64  29  64
142 193 143 193
 11 250  12 250
 16  85  16  86
 98 180  98 181
 25  40  25  41
100   5 100   6
 57 215  58 215
 44 283  44 284
 74 101  75 101
125  72 126  72
115  36 116  36
 26  17  26  18
110  74 110  75
124  63 125  63
140 213 141 213
 69   5  69   6
102   2 102   3
132  59 133  59
138  61 138  62
126  73 126  74
 31 128  32 128
136 171 137 171
 95 246  95 247
 27  25  27  26
 79  48  79  49
129  92 130  92
 72  34  72  35
109  91 109  92
129 126 130 126
 67 201  68 201
 81  50  81  51
127  70 128  70
 80  58  81  58
  6 136   7 136
 86 123  86 124
116  86 117  86
115 141 116 141
 83  47  84  47
 70 150  70 151
 35 148  35 149
 22  84  23  84
 71 268  72 268
110  75 111  75
 17 221  17 222
 38 122  39 122
 44 259  44 260
 60 223  61 223
 71 126  71 127
  4 259   5 259
 44  86  45  86
 70 133  71 133
 93 247  94 247
 99 283 100 283
 80  78  80  79
 21  37  21  38
 82  50  83  50
 59 215  59 216
 70 251  71 251
 12 199  12 200
 36  64  37  64
104 140 104 141
 89 163  89 164
 47  86  48  86
 77  65  78  65
 10 104  10 105
 24 234  25 234
 85 184  86 184
100   4 100   5
 96   9  97   9
 16  30  17  30
 70 146  70 147
 61 280  62 280
117  58 118  58
106 184 107 184
 66  15  67  15
 30 220  30 221
 69  66  69  67
 26  89  26  90
 55 242  55 243
 52 272  53 272
101 131 101 132
 59 145  60 145
 79  51  80  51
 33 137  34 137
 34 193  34 194
134 200 134 201
116 224 117 224
115 203 115 204
 74  16  74  17
139 220 140 220
122  99 122 100
  1  14   1  15
140 186 140 187
 22  43  22  44
125 157 126 157
 16 231  17 231
