MAZE 120 240
107 157 108 157
117  88 118  88
 61 138  62 138
 44   0  44   1
 83  95  84  95
 42 231  42 232
 90 150  91 150
 44   8  45   8
 99 167 100 167
  6 180   7 180
 80 163  81 163
115  44 116  44
 62  11  62  12
 12 135  13 135
 75 121  75 122
  5 145   6 145
 77 202  78 202
104 231 105 231
 77 212  78 212
 28  19  28  20
 22  62  23  62
 56  23  56  24
117  14 117  15
 13 141  13 142
 45 168  45 169
 13  77  14  77
 17  69  18  69
110 132 111 132
 89 219  89 220
114  16 115  16
103 162 103 163
 12 141  12 142
 43  61  43  62
 75 211  76 211
  8 126   8 127
 37 197  37 198
115 230 115 231
 64  62  65  62
 52  76  53  76
 29  19  30  19
 14 181  14 182
 84  95  85  95
 67  81  67  82
 77  27  78  27
 63 153  64 153
 43 229  43 230
117 175 117 176
 98  32  99  32
  7 116   7 117
114  48 114  49
106  16 106  17
 13  45  14  45
 32 106  32 107
 95  68  96  68
 55 214  56 214
 14  86  14  87
 10 180  11 180
  8 165   9 165
 36 220  37 220
 42 199  42 200
 75 161  75 162
 31  62  32  62
 55 137  56 137
112 160 112 161
 14 176  14 177
111 225 111 226
 45 155  46 155
 38 236  39 236
 78  93  78  94
 16 118  17 118
 16 133  16 134
118 229 118 230
  6 216   7 216
 31 131  32 131
 38 114  38 115
 98  26  99  26
118 156 119 156
  5 166   6 166
 93  43  93  44
 63 187  63 188
 57  58  57  59
 57  87  57  88
111 107 112 107
 58 148  58 149
 92  30  92  31
 18 118  19 118
 67  51  67  52
 91  97  91  98
 62  79  63  79
 31 105  31 106
 64  53  64  54
 21 187  21 188
 64  96  65  96
 64  17  64  18
 15 131  15 132
 36  87  36  88
  6 100   6 101
 41 153  42 153
 26 191  26 192
 26 103  26 104
 91 192  92 192
 33 129  33 130
 10  84  10  85
 67 196  67 197
 48 203  49 203
 17  84  18  84
 71  64  72  64
 68  30  69  30
 30 146  31 146
 26  84  26  85
 68 238  68 239
104  22 105  22
 11  83  12  83
 89 140  90 140
 45 149  45 150
 97 109  97 110
102 197 103 197
 38 114  39 114
113 200 113 201
 96  87  97  87
 17 151  17 152
 15 133  15 134
 58  73  58  74
 28 153  29 153
 83 190  83 191
 83 232  83 233
 29  73  29  74
 89 166  89 167
 74 218  75 218
 51 134  52 134
 61  47  61  48
 90  79  91  79
108 181 108 182
 43  72  43  73
 39 180  39 181
  5 117   5 118
 66  23  67  23
 24  43  25  43
 43 212  44 212
101 158 102 158
 17 107  17 108
 77 194  77 195
 21 125  21 126
 87  20  88  20
 10 110  10 111
107  17 107  18
 30 106  31 106
 14 143  15 143
  2  96   2  97
101 110 101 111
 75 217  76 217
 91 204  92 204
  7  20   8  20
 96  93  97  93
 17 192  17 193
 55 149  56 149
100  22 101  22
 40  56  41  56
 37  28  38  28
 12 179  12 180
 55 149  55 150
112 174 113 174
 30 228  30 229
 11  28  11  29
 44  40  44  41
 45   6  45   7
 12 153  12 154
 55 163  56 163
 90  84  90  85
113 210 114 210
101 157 102 157
 58 163  59 163
 89 228  90 228
 85 195  85 196
 30 207  30 208
 79 108  79 109
  4 230   5 230
112  28 112  29
 23  45  23  46
 20   2  20   3
 75   0  76   0
 78  40  78  41
106 124 107 124
 86  87  87  87
 60 220  61 220
  9  45   9  46
 31 128  32 128
 62 151  62 152
 75  43  76  43
 76  41  76  42
 54 174  55 174
 34 176  34 177
100   3 101   3
 17  62  17  63
 26 152  26 153
 10  31  10  32
 14  85  14  86
118 138 118 139
  6 175   6 176
  8 193   8 194
  3  72   4  72
 98  89  99  89
 85 200  85 201
 44 154  45 154
 29 225  30 225
 38  29  38  30
 83 170  83 171
 30 126  30 127
 69 199  69 200
 96 176  96 177
 12 214  13 214
 81  92  82  92
101  94 102  94
108  59 108  60
 72   2  73   2
 25 116  26 116
 50 130  50 131
  0 177   1 177
 98 173  98 174
 75 185  75 186
104  29 104  30
118  36 119  36
 85  86  86  86
 61  78  61  79
  4 191   5 191
 52  74  52  75
 60 109  61 109
 67  41  68  41
 57 149  57 150
 45  38  45  39
108 220 109 220
 59  89  60  89
 84   3  84   4
 26  35  26  36
 55  76  55  77
  8 234   8 235
103   6 103   7
  1 215   2 215
 58  27  58  28
 31 141  31 142
100 157 101 157
 87 224  87 225
 65 191  65 192
 99 118  99 119
 82  97  82  98
 85 139  85 140
 61  94  62  94
 30  61  31  61
103  45 104  45
107 159 107 160
 57 214  57 215
 67  57  68  57
  9 105  10 105
 11 181  12 181
 94 215  95 215
 79 138  79 139
 25 189  25 190
 30 151  31 151
 86 219  87 219
  7  26   7  27
 64 211  65 211
 85 107  86 107
 79 173  80 173
 24 178  24 179
 27  91  28  91
 74 107  74 108
 58 193  58 194
 53  60  53  61
118 136 119 136
113  81 113  82
 11  95  12  95
105  92 105  93
 91  76  92  76
 57 127  58 127
  8  84   9  84
 93  39  93  40
 89  82  90  82
 67 189  68 189
109 142 110 142
112 119 113 119
114  66 114  67
 88   8  89   8
 54  92  55  92
  4 106   4 107
111 203 111 204
117  25 118  25
 64 139  64 140
109  60 110  60
 52 128  53 128
 97   5  97   6
 39   8  40   8
 74 136  74 137
 56 179  56 180
 23  63  23  64
 39  30  40  30
111 150 112 150
 28 110  28 111
 24  24  24  25
 51 169  51 170
 45  65  45  66
 15  60  16  60
 92 107  93 107
 96  19  96  20
 92 232  93 232
 72  34  72  35
 91  48  91  49
 88  43  89  43
 23 132  24 132
 73 132  73 133
 83   2  84   2
 73  41  73  42
 81  12  82  12
 59  23  59  24
118  70 118  71
 78 180  79 180
 18  87  19  87
116 176 117 176
110 214 111 214
  7 173   7 174
 80 157  80 158
 98 135  99 135
 24 126  25 126
 78  46  78  47
 26 119  26 120
100 114 100 115
 45  39  46  39
 74 203  74 204
 69 149  70 149
 18 193  18 194
 37 123  37 124
  5  27   5  28
  8  29   8  30
 41 221  41 222
 43 213  43 214
 73 160  73 161
 88  49  88  50
110 170 110 171
 71  41  72  41
 19 105  19 106
 34  59  34  60
 62  88  63  88
 13 148  13 149
100   1 100   2
 48 132  48 133
 19  96  20  96
 97  37  98  37
 73 204  73 205
 91 153  92 153
 66  65  66  66
 13 126  13 127
 43 107  43 108
 71 146  72 146
 77  66  78  66
 62 121  62 122
 85 192  85 193
 99  69 100  69
  6 166   7 166
 79   6  79   7
 24 185  25 185
  8 149   8 150
  8  49   8  50
 39 136  39 137
 81 118  82 118
102 118 103 118
 54  31  55  31
 30 135  30 136
 16  62  17  62
104 173 104 174
 51  17  52  17
 41 151  42 151
 92 104  93 104
108 202 108 203
103  41 104  41
 20 126  21 126
 10  43  11  43
 84  46  85  46
 28 184  28 185
 60 207  61 207
101 202 102 202
 18 192  18 193
