MAZE 232 116
193  36 193  37
 14  29  14  30
146 110 146 111
219  18 220  18
 86  59  86  60
 32  63  32  64
 44  57  44  58
183 109 184 109
 50 110  50 111
 94  28  95  28
 60  38  60  39
 73  41  74  41
205  47 206  47
 44  28  44  29
123  56 124  56
218  60 219  60
200  73 200  74
 64  49  64  50
160  46 160  47
 54  22  54  23
 26  75  27  75
107  99 107 100
 18  96  18  97
109  16 109  17
 16  52  17  52
224  10 225  10
 49  42  49  43
 95  27  95  28
 84  54  85  54
  4  61   4  62
 93  92  93  93
 85  42  85  43
 48  82  49  82
108  12 109  12
 45  24  45  25
147  87 147  88
188  86 189  86
213  27 214  27
 22  40  22  41
196  89 197  89
168  14 168  15
110  65 111  65
 66  89  66  90
 71  90  71  91
109   4 109   5
202  97 203  97
 85  56  85  57
 30  25  31  25
196  98 197  98
150  26 150  27
 13  17  14  17
 65  22  66  22
139  46 139  47
143  17 144  17
 79  24  79  25
132  61 132  62
 43  70  44  70
220  55 221  55
 84  70  84  71
156 110 157 110
  9  65  10  65
214  69 215  69
100  56 100  57
  0  72   0  73
 63  47  64  47
  8 108   9 108
108  97 108  98
  0  36   0  37
 10  29  11  29
 96  56  96  57
 54  40  54  41
206  40 207  40
  9 107  10 107
 15  34  15  35
 62  72  62  73
 58  26  59  26
 81  87  82  87
165  73 166  73
 21  23  21  24
 20 106  20 107
177  43 178  43
 52  72  52  73
 56  94  56  95
  8  26   9  26
 85  69  86  69
182   2 183   2
119 114 119 115
 39 112  39 113
 42 114  42 115
117  94 118  94
127  25 128  25
149  30 150  30
 99  95 100  95
201  47 201  48
 94  74  94  75
124  65 124  66
174  60 175  60
 58  90  58  91
109  97 110  97
 12  77  12  78
165  79 166  79
111  75 111  76
 83  81  83  82
 12  26  13  26
 55  69  56  69
175  44 175  45
 45  75  45  76
188  15 188  16
115   1 116   1
  6  25   6  26
 26  87  27  87
 15  32  16  32
  5  42   6  42
205  72 205  73
135  99 135 100
206  17 206  18
 95  79  96  79
120  22 121  22
160  28 160  29
149  65 149  66
 24  17  25  17
 52  79  53  79
 22  43  22  44
177 100 177 101
 77  89  77  90
 82  56  83  56
 26  29  27  29
 63  69  64  69
206  25 207  25
130  30 130  31
 29  27  30  27
 79   8  79   9
  4  64   5  64
154 106 154 107
  1  11   1  12
218  92 219  92
 26  12  27  12
 55  85  56  85
138  27 138  28
216   7 216   8
204  26 205  26
 85  64  86  64
 40  96  41  96
200  56 200  57
112 101 112 102
  4  27   5  27
144  96 144  97
212  21 213  21
  6  12   6  13
 75   6  76   6
 52  38  52  39
 60  89  60  90
151  11 151  12
140  85 140  86
 11  78  12  78
226  37 227  37
192   6 192   7
120  93 120  94
119  67 119  68
149  27 149  28
198 114 199 114
141 106 142 106
 22  41  23  41
 28  93  28  94
 81  16  81  17
 23 114  24 114
229  88 229  89
 87  81  87  82
 36   6  37   6
 27 108  28 108
172   5 173   5
105  83 106  83
191 110 191 111
 59  20  59  21
210  70 210  71
 67  21  67  22
 11  17  12  17
140  35 141  35
128  31 129  31
133   0 133   1
 41  46  42  46
 65 111  66 111
  9  52  10  52
162  26 162  27
 63  48  64  48
123   4 123   5
145  35 145  36
  7  41   7  42
230  93 231  93
 26  36  27  36
159  67 160  67
 19  36  20  36
147  73 147  74
126  21 127  21
201  42 201  43
 97 114  97 115
 93  74  94  74
 73  51  74  51
 51  40  51  41
206  51 207  51
134   4 135   4
 97  39  98  39
  3   4   3   5
120  78 120  79
  5  32   6  32
180 103 180 104
  6  96   6  97
200  58 200  59
  5   2   5   3
213 113 213 114
 20  30  21  30
163  11 163  12
205  37 205  38
111  39 112  39
166  17 167  17
215   4 216   4
124  56 124  57
195  66 195  67
 27  47  28  47
111 110 111 111
 55  75  56  75
 28  75  28  76
 66  23  66  24
178 109 178 110
 36   8  36   9
166  66 166  67
144  17 144  18
102  50 103  50
141  34 141  35
 25  53  25  54
107  74 107  75
 53  72  53  73
220  77 221  77
 79   7  79   8
 82  97  82  98
196 107 196 108
139 112 140 112
 35 102  36 102
 79  17  79  18
 34  10  34  11
222  90 223  90
207  72 208  72
106  16 107  16
172  32 172  33
 74  50  74  51
 75 110  76 110
 94  84  94  85
 31  52  31  53
227 107 227 108
203  78 203  79
207   0 207   1
182  82 183  82
211  86 211  87
 72  17  73  17
137   7 138   7
220  26 220  27
 58  12  59  12
119  24 119  25
119 103 120 103
112   2 112   3
 31  53  31  54
149  20 149  21
169  12 169  13
149  83 150  83
 52  61  53  61
  5  99   5 100
 35  51  36  51
 48  17  48  18
127  14 127  15
229  87 230  87
 85  11  86  11
197  11 197  12
219  78 219  79
133  22 134  22
183  11 183  12
 80  71  81  71
174  32 174  33
 36  34  36  35
181  71 182  71
 40  47  41  47
203  72 203  73
107   3 108   3
176  23 176  24
 48  27  48  28
 38   4  39   4
196 105 197 105
  4  58   5  58
 77  92  78  92
116  87 117  87
229   1 230   1
135  52 135  53
 60  72  60  73
169  15 170  15
 68  93  68  94
140 109 140 110
171  50 171  51
191 111 192 111
 67  94  67  95
108  32 109  32
101  10 102  10
 20  17  21  17
168  16 168  17
150  19 150  20
182  25 183  25
230  47 230  48
 54  59  54  60
 78  81  79  81
198   1 198   2
165  66 166  66
 97  17  97  18
210  47 211  47
152  75 152  76
198  39 199  39
 17  46  18  46
164  10 165  10
182 107 182 108
173  42 173  43
105 110 105 111
197  40 198  40
144  51 145  51
 72  21  73  21
 41  78  41  79
144  45 144  46
124  90 124  91
219  90 220  90
181  53 182  53
210  98 210  99
212 107 212 108
 90 104  91 104
220  42 221  42
 48  26  49  26
 20  13  20  14
 30  14  31  14
 44  15  44  16
  2   4   2   5
  5  40   6  40
222  16 222  17
 42  93  42  94
206  23 207  23
 94   8  94   9
 91  53  91  54
212  25 213  25
 76  25  76  26
 12  91  13  91
 31  27  31  28
171  31 171  32
 55  24  55  25
 53 109  54 109
 60  54  60  55
181  78 181  79
 16  30  17  30
146  64 147  64
 67 105  68 105
 77  90  78  90
205   5 206   5
 58  58  58  59
143  25 143  26
219  14 220  14
 74   8  75   8
  6  91   6  92
207  80 208  80
 49  56  49  57
134  21 134  22
182  12 183  12
162   3 163   3
 16  34  17  34
122  98 122  99
 58  77  59  77
175  22 176  22
132  59 133  59
 81  48  81  49
211  23 212  23
 21  31  21  32
133 113 134 113
 14  31  14  32
185  94 185  95
225  11 226  11
 37  86  37  87
214  53 214  54
162  28 162  29
174  79 175  79
 11  53  11  54
 83 106  84 106
 31 107  32 107
 49  72  49  73
165  32 166  32
 30  89  30  90
  2  84   3  84
113  74 113  75
140  73 140  74
 10  99  11  99
 31 100  32 100
 59  19  60  19
 86  14  87  14
173  81 174  81
 13  13  14  13
 29  22  30  22
119 106 120 106
215  12 215  13
202  99 202 100
 20  93  21  93
200  63 200  64
 54 111  54 112
 30  70  30  71
 74  49  74  50
135  30 136  30
104  28 104  29
113  18 114  18
 49  53  50  53
 15   1  16   1
184  90 184  91
 11   4  12   4
 51  57  52  57
168  96 169  96
106 100 106 101
 35  81  35  82
155  66 155  67
170  78 170  79
 68 102  69 102
161  99 162  99
188  59 188  60
211 109 212 109
210  35 210  36
169 100 170 100
 64  12  65  12
168 105 169 105
 19  16  20  16
 68  82  68  83
 20  14  21  14
217  77 218  77
 49  79  50  79
113   9 114   9
