MAZE 200 100
 27  30  27  31
118  53 119  53
136  10 137  10
 26  57  27  57
198  96 198  97
  7  24   8  24
 93  19  93  20
140  94 140  95
 55  95  55  96
118  49 119  49
148   4 148   5
 82  15  83  15
 44  79  44  80
101  12 102  12
141  39 142  39
 23  49  23  50
 98  27  99  27
123  34 124  34
 54  51  54  52
 72  85  72  86
 66  95  66  96
177  10 178  10
152  44 152  45
178  40 178  41
  6  17   6  18
 31  50  31  51
145  35 146  35
154  55 154  56
147   9 147  10
160  13 161  13
 99  72  99  73
147  69 147  70
161  82 161  83
186  50 187  50
 31  19  31  20
111  15 111  16
198  88 199  88
148  69 148  70
183  97 183  98
 62  45  63  45
 84  47  84  48
 20  77  20  78
135  73 135  74
180  55 180  56
161  65 162  65
 86  29  86  30
 84  27  85  27
120  57 120  58
188  21 188  22
 37  34  37  35
187  44 187  45
 12  50  12  51
114   4 115   4
178   2 179   2
  6  41   7  41
  2  22   3  22
 21  96  22  96
105  76 105  77
 52  39  52  40
142  91 143  91
 37  37  37  38
139  31 139  32
 93  14  93  15
184   4 184   5
 84  29  85  29
 48  28  48  29
114   7 115   7
  5  68   6  68
148  18 148  19
181  24 181  25
 17  72  18  72
  8  38   9  38
 77  95  77  96
 59   3  60   3
121  71 121  72
 64  66  65  66
138  44 138  45
 49  72  50  72
 37   5  38   5
 46  93  47  93
 44  81  45  81
 71  40  72  40
 67  53  67  54
 21  82  21  83
150  60 150  61
180  74 180  75
  1  22   2  22
 46  38  47  38
 57  46  58  46
142  70 142  71
 96  82  97  82
 93  86  93  87
121  13 121  14
 95  42  96  42
163  72 163  73
 84  73  84  74
117   7 118   7
151  98 151  99
 34  46  35  46
 76   1  76   2
 64  65  65  65
 99  41 100  41
169   0 169   1
181  52 181  53
  5  39   5  40
110   5 110   6
  3  36   4  36
127  45 127  46
165  94 166  94
134  98 135  98
 36  83  36  84
  6  39   7  39
130  89 131  89
 72  94  73  94
120  21 121  21
 62  46  62  47
190  10 190  11
 75  97  76  97
 70   4  71   4
162  87 163  87
 86  39  86  40
 89  50  90  50
182  79 182  80
198  64 198  65
  3  56   3  57
