MAZE 312 156
123 102 123 103
231  41 232  41
288  58 289  58
290  36 291  36
108  87 109  87
 31 115  32 115
105  72 105  73
 55  58  56  58
 14 127  14 128
264  87 265  87
131  97 132  97
252 152 253 152
 77  99  77 100
234  22 235  22
184 136 184 137
158 108 158 109
291 108 292 108
 88  82  88  83
135  26 135  27
309 113 310 113
158 152 159 152
136  55 137  55
 78 106  79 106
121  82 121  83
183  22 183  23
155 133 156 133
102  30 102  31
 98  50  98  51
300 114 300 115
147  34 147  35
124  28 125  28
136  81 136  82
117  63 117  64
264 153 264 154
 38  61  39  61
215  61 216  61
261  52 262  52
  0  87   1  87
246  17 247  17
291 146 291 147
258   2 259   2
260  84 261  84
307  92 307  93
177 120 177 121
 60   3  61   3
 84 121  84 122
290  65 291  65
171 124 172 124
215  34 216  34
270 106 270 107
  0  89   1  89
 71 109  71 110
 83  26  83  27
 11  72  11  73
 80  86  81  86
129  80 129  81
 99 139 100 139
268  24 269  24
 76  31  77  31
138  12 139  12
241 108 241 109
219 122 220 122
 18   1  18   2
  1  45   1  46
297  89 298  89
234 103 235 103
277  28 277  29
146 139 147 139
141  30 141  31
197  20 197  21
 37  43  37  44
200  62 200  63
 67 107  68 107
 73 137  73 138
 38  10  38  11
125 149 126 149
 46 141  47 141
 98  73  99  73
 12  80  12  81
282  42 283  42
278  56 278  57
203 147 204 147
 38   8  39   8
113 129 114 129
173 118 173 119
 10  71  11  71
 40   5  40   6
 41 131  41 132
 13 121  13 122
237  69 237  70
 95  74  96  74
154 110 155 110
136  89 137  89
194  96 195  96
148 127 148 128
280  57 281  57
239 108 239 109
180   0 180   1
 81  78  82  78
301 105 302 105
223 133 223 134
 38  42  39  42
 50 138  50 139
225 108 225 109
245  86 246  86
134 149 135 149
260 126 260 127
 14  44  15  44
220  20 220  21
279  11 279  12
268  98 268  99
108  24 108  25
203 110 203 111
288 124 289 124
  9  34   9  35
 18  72  18  73
177 136 177 137
217 111 218 111
211  49 212  49
106  24 106  25
165  45 165  46
146 137 147 137
133 113 133 114
 73 116  74 116
266  26 267  26
 78 107  79 107
 75 146  76 146
 48  31  48  32
186  84 187  84
254  56 254  57
301  45 301  46
 31  23  31  24
 23  90  24  90
127 108 127 109
131  29 132  29
191 145 192 145
200 104 200 105
262 114 263 114
 74  78  75  78
285  93 285  94
108 100 109 100
232  21 233  21
149  30 149  31
213 126 213 127
109 146 110 146
 93  49  93  50
204 102 204 103
177 143 177 144
 51 109  52 109
204 114 204 115
188 105 188 106
236 148 236 149
 81  48  82  48
110  93 111  93
 15 117  15 118
290 126 291 126
289  20 289  21
252  25 252  26
271 112 272 112
266  25 266  26
 52  64  52  65
275  78 276  78
203  19 203  20
 11  73  11  74
217 153 218 153
115  67 115  68
242 133 243 133
255  84 256  84
236  75 237  75
268  73 268  74
251  88 252  88
174  57 175  57
234  70 234  71
 99 123 100 123
213  57 214  57
166  86 167  86
267 122 267 123
 79 132  79 133
 31  68  32  68
 31  25  32  25
287  24 288  24
 76  50  76  51
306  88 306  89
 44  73  44  74
174  41 174  42
260  67 260  68
173 132 173 133
 90  66  91  66
256  21 256  22
 87 116  88 116
143  57 144  57
287  22 287  23
231 121 232 121
159  78 160  78
 74  47  74  48
180  77 181  77
209 120 209 121
267  38 268  38
200  43 200  44
235 104 236 104
147 136 148 136
234 118 234 119
 86  29  87  29
297 107 297 108
 65  55  66  55
 45  77  45  78
242  66 243  66
306 100 307 100
186   5 186   6
126 141 127 141
138   6 139   6
148  68 148  69
148  83 149  83
 24  24  25  24
252   1 252   2
 87  25  88  25
274  62 275  62
232  70 233  70
213  69 213  70
210  19 210  20
230  39 231  39
260  44 261  44
 59  92  60  92
101  82 101  83
 46 146  47 146
142  44 142  45
213 119 214 119
 36 133  37 133
 75  13  75  14
179  20 180  20
169 107 170 107
260  87 261  87
 77  38  77  39
 19  72  19  73
291  12 292  12
277  72 277  73
265  90 265  91
 10  71  10  72
157 135 157 136
220  18 221  18
273 153 273 154
160   1 160   2
213 144 214 144
156 112 157 112
194 142 194 143
287  23 287  24
 22 132  23 132
158  70 158  71
135   2 135   3
260 142 261 142
265  38 265  39
 55 132  56 132
 81 121  82 121
103  24 103  25
158  48 159  48
 19  98  20  98
255 143 256 143
232  30 232  31
 24  83  24  84
181 145 181 146
219 114 219 115
181  34 181  35
 56  97  56  98
149  47 149  48
120 145 121 145
248  70 248  71
131  25 131  26
296  61 297  61
256  70 256  71
 59  37  60  37
119 119 120 119
 11   1  11   2
197 136 198 136
259  63 259  64
201  17 201  18
171 132 171 133
273   6 274   6
 58 122  59 122
121   4 122   4
140  22 141  22
 72 135  72 136
182  54 182  55
232  43 233  43
309  21 309  22
299  50 299  51
 62  81  63  81
 51  67  51  68
189  79 190  79
308 144 308 145
300  75 301  75
269  27 269  28
140 110 140 111
 15  14  15  15
298  30 299  30
 46 143  47 143
225 114 225 115
136  65 137  65
123 130 123 131
 61   3  61   4
 50  72  51  72
268 118 269 118
 10  50  11  50
171  12 172  12
 20 120  21 120
206  77 206  78
207  43 208  43
145  29 146  29
 15 114  16 114
243 145 244 145
118 111 118 112
 64 128  64 129
 69  59  70  59
290   7 290   8
192 129 193 129
222  83 222  84
272  74 272  75
182   4 182   5
105 143 106 143
157  24 158  24
251   5 251   6
217  92 218  92
233  23 234  23
154  73 155  73
 56 126  56 127
 38  37  39  37
122 129 122 130
184 105 184 106
 92  43  93  43
119  66 119  67
190  38 191  38
281  67 282  67
219  94 219  95
262  97 262  98
141  42 142  42
107 111 108 111
 90  66  90  67
 26  71  26  72
149  96 150  96
155 135 155 136
270  66 271  66
 91 151  91 152
 14  92  15  92
217  30 218  30
187  47 188  47
152 109 153 109
271 153 271 154
218  43 218  44
244  87 245  87
 59  64  60  64
221  93 221  94
284  11 285  11
 94 149  94 150
  1  24   2  24
288  68 288  69
205 124 205 125
229  75 229  76
170  79 170  80
 38 149  38 150
 35  89  35  90
 82 101  83 101
185  43 186  43
140  65 140  66
128  76 129  76
284 107 285 107
183  43 184  43
181   2 182   2
280  24 280  25
241  70 241  71
102  77 103  77
  3  85   3  86
127  89 127  90
193 148 193 149
167  63 167  64
 17  69  17  70
 28   8  29   8
271  68 272  68
 24   6  24   7
234  21 235  21
256  94 257  94
278 140 279 140
120  83 120  84
 21 114  22 114
 15 105  16 105
 48 133  49 133
102  38 103  38
211 144 211 145
139   5 140   5
114  79 114  80
180  74 180  75
157 139 158 139
  8 147   8 148
 62   8  62   9
 10  73  10  74
300 142 301 142
158  65 159  65
287 102 287 103
145  35 145  36
 10  42  10  43
272 150 273 150
 18  83  19  83
299 132 300 132
 90 106  90 107
 47  60  48  60
 47  57  48  57
 40  20  40  21
114 114 114 115
 15 135  16 135
263 153 263 154
 51 111  52 111
160 102 160 103
  3 114   4 114
105 138 106 138
200  40 201  40
198 136 199 136
136 116 137 116
 47  34  48  34
272   0 272   1
261 128 261 129
221 121 222 121
195  15 196  15
210  20 210  21
300   5 300   6
184  38 184  39
233  32 234  32
 56  11  57  11
 75  92  75  93
  8  43   9  43
  8 115   9 115
261 143 261 144
 47 146  48 146
269  25 269  26
250  64 251  64
113  79 113  80
292  75 293  75
221 132 221 133
 33  47  33  48
154   6 154   7
252  19 252  20
272  13 273  13
 50  60  50  61
241  90 241  91
 36  74  36  75
117  68 117  69
165  19 166  19
218  57 218  58
299  85 299  86
 59  57  59  58
307  73 307  74
172   7 173   7
