MAZE 120 60
 77  46  78  46
 66  29  66  30
101  12 101  13
 70  40  71  40
 42  13  43  13
 84  35  84  36
118  41 119  41
 37  28  37  29
 84  17  84  18
 79  43  80  43
  8  29   9  29
  7  38   7  39
 35   7  35   8
 62  22  63  22
 82  38  83  38
110   1 110   2
  7   5   7   6
 25  54  26  54
 17  41  18  41
 72  30  73  30
 28   2  28   3
  7  40   8  40
 27  57  28  57
  8  36   8  37
 72  49  72  50
 43  38  43  39
 37   4  38   4
 27  18  27  19
 13  12  13  13
111  20 112  20
117  53 118  53
 61  57  62  57
110  41 111  41
 38  58  39  58
 54  10  55  10
 89  53  89  54
 82   2  83   2
110  41 110  42
 42  36  42  37
 91  47  91  48
104  26 105  26
  9   9  10   9
111   8 111   9
 10  54  10  55
100  48 101  48
 91  37  91  38
 95   9  96   9
 25  20  25  21
117  37 117  38
 81  27  82  27
 74   2  74   3
 43  37  44  37
 71  21  72  21
 67  18  67  19
 30  26  31  26
 74  40  74  41
 23  29  24  29
 92  48  93  48
 72  40  73  40
 92  47  93  47
 61  36  61  37
 69  14  69  15
 34  53  35  53
 17  13  17  14
  5  49   5  50
 95  29  95  30
 17  26  17  27
 29  10  30  10
 79  31  80  31
  5  31   5  32
 16  45  17  45
 25  41  26  41
108  21 109  21
 30  35  31  35
108  19 108  20
 23  27  23  28
 24  28  25  28
 67  31  67  32
115  23 116  23
  6  47   7  47
 32  32  33  32
 98  21  99  21
 43  45  44  45
 52  20  53  20
 95   8  95   9
 52  41  53  41
 35  34  36  34
 76  45  76  46
 27   4  28   4
 61  22  62  22
 94  52  94  53
  3  10   3  11
106  46 106  47
105  54 105  55
 87  15  87  16
  5   1   5   2
  5  29   6  29
  1  34   2  34
 57  54  58  54
 32  33  33  33
 88  51  88  52
 70  36  70  37
 18  46  18  47
 62  19  63  19
 38   2  38   3
 12  31  12  32
 49  57  49  58
115   0 115   1
105  27 105  28
  1  54   1  55
 98   0  98   1
 90   6  91   6
 43  36  43  37
 43  18  44  18
 82   7  82   8
 61  23  62  23
 62  23  62  24
 81  39  82  39
  9  28   9  29
 39  51  40  51
101  39 102  39
104  42 104  43
  9  21   9  22
 83  57  84  57
 82   4  83   4
101  42 101  43
 76  23  76  24
117  38 117  39
  5  51   5  52
 15  35  16  35
 93  55  94  55
101  30 102  30
 36  45  36  46
 23  53  24  53
100  53 100  54
 82  10  82  11
 51  14  52  14
 56   7  57   7
101  28 102  28
118   9 118  10
  2  35   2  36
 86  54  86  55
 23   4  24   4
 33  42  34  42
 58  43  59  43
 24  22  24  23
 59  12  60  12
 95  30  95  31
118   7 118   8
 53  54  54  54
 44   6  45   6
 59  46  60  46
 64  25  65  25
  4  43   5  43
113  19 113  20
 49   9  50   9
102  29 103  29
 31  45  31  46
 87  16  88  16
 94  12  94  13
 82  39  82  40
103  22 104  22
  3   1   3   2
 17  16  17  17
 91  45  91  46
 43  20  44  20
 48  30  49  30
 74  30  74  31
 72  10  73  10
 51  38  51  39
 77  50  77  51
 54  27  54  28
 67  16  68  16
 56  54  57  54
117  32 117  33
 10  43  11  43
109  23 109  24
 83  26  83  27
 83  39  84  39
  2  40   3  40
 79   4  79   5
103  38 104  38
 38  39  39  39
108  48 108  49
 41  18  41  19
 85   1  85   2
 71  31  72  31
  2  34   2  35
 86  58  87  58
 83   0  84   0
 55  57  55  58
 86  18  87  18
 56  24  56  25
 23   7  23   8
 47  16  47  17
 37  49  38  49
 80  24  81  24
 75  25  76  25
 71  45  71  46
 23  35  24  35
 96  40  96  41
 79  41  79  42
 59   5  59   6
 17  37  18  37
  7  47   7  48
110  20 110  21
 72  21  73  21
117  23 117  24
 92  36  92  37
 24  46  24  47
  3   6   3   7
  3  31   3  32
 85  56  86  56
 85  25  85  26
 92  11  92  12
104  47 104  48
113   1 114   1
 74  21  75  21
 40  52  41  52
  9  23  10  23
 99  53 100  53
 47  57  48  57
 28  33  29  33
 78  55  79  55
 36  37  36  38
 27  42  28  42
 83  26  84  26
 80   6  80   7
 83  43  83  44
 35  40  35  41
 24  20  24  21
 61  17  62  17
111  32 112  32
 84  23  84  24
 64   8  65   8
 59  50  59  51
 70  32  71  32
 23  25  23  26
 56   9  57   9
 35  31  36  31
114  11 115  11
 98  48  99  48
 54   8  54   9
 49  41  49  42
 45   4  45   5
 71  31  71  32
 28  24  28  25
 28  27  28  28
 45  54  46  54
 42  38  42  39
 57  18  58  18
 35  16  36  16
 83  42  84  42
 40  39  40  40
 36  54  37  54
117  58 118  58
112  30 112  31
 57  30  57  31
 68  44  68  45
 61  26  61  27
 39  58  39  59
 32   4  33   4
 82  57  82  58
 53   8  54   8
  7  13   8  13
 30   4  31   4
  5  34   5  35
114   9 114  10
 29  50  29  51
117  41 117  42
 61  22  61  23
 26  58  27  58
 80   8  81   8
116  51 116  52
118   6 118   7
 81  21  82  21
  5  37   6  37
 34  19  35  19
 47   7  47   8
  2  53   2  54
  3  27   4  27
 47  54  47  55
  2  22   2  23
 29   4  29   5
 42  24  43  24
 63  33  63  34
 96  50  96  51
 97  22  98  22
  9  57  10  57
 43   2  43   3
 42   8  42   9
 55  50  55  51
 77  49  78  49
 56  26  57  26
 11  44  12  44
 61  40  61  41
107  55 108  55
 13  37  14  37
 23   6  24   6
 56  46  56  47
 81   3  82   3
 70  17  71  17
 68  55  68  56
 54  53  55  53
 92  16  93  16
111  37 112  37
 75  31  75  32
 20  17  21  17
106  49 106  50
 27  54  27  55
 84  15  85  15
  1   8   2   8
 87  35  88  35
 62  44  63  44
 71  26  72  26
 11  31  11  32
  6  12   7  12
 89  56  90  56
 92  50  93  50
102  49 103  49
 62  45  63  45
116  43 117  43
112  15 112  16
 10  40  11  40
 15  33  16  33
113  32 114  32
 93  44  93  45
 32   6  32   7
 12  54  12  55
 46   8  46   9
 57   6  57   7
 84  18  84  19
 41  11  41  12
 71  21  71  22
 37  11  37  12
 14  12  15  12
  4  27   4  28
 26  39  26  40
 41  54  41  55
 59  12  59  13
 46  56  46  57
111  10 112  10
118  48 118  49
108   6 109   6
 67  32  68  32
 82  53  82  54
 31  52  31  53
 11   1  11   2
 68   9  69   9
104  44 105  44
 40  56  41  56
  8  57   8  58
 46   3  46   4
 25  26  25  27
107  52 107  53
  2  43   2  44
 42  47  43  47
 26  42  27  42
113  52 113  53
 29   7  30   7
 90  53  91  53
 79  41  80  41
 82  19  82  20
 42  31  42  32
 67   2  67   3
 65  48  65  49
 19  52  20  52
 51   8  51   9
  5  38   5  39
 25  50  26  50
100  39 101  39
 65  43  65  44
 28   8  28   9
 19  20  19  21
  4  26   5  26
113  36 114  36
 90  31  90  32
 48  46  48  47
112  10 112  11
 11  55  11  56
 67  28  67  29
 33  16  34  16
 43  30  44  30
 12  43  13  43
106  40 106  41
 31  19  31  20
 75  46  76  46
112   4 113   4
 67  29  68  29
 17  14  17  15
 68  10  69  10
 93  43  93  44
 97  48  97  49
 62  21  62  22
 75  36  76  36
 17  17  17  18
 93  42  94  42
 59  21  59  22
 80  20  80  21
 96  37  97  37
104  15 104  16
 30  18  30  19
 80  51  81  51
  4   8   5   8
 10  53  10  54
 41  34  42  34
 21  24  22  24
