MAZE 360 180
255 102 255 103
316  21 316  22
158 123 159 123
314 134 314 135
 88   9  89   9
 23   4  23   5
 26  87  26  88
315 150 315 151
 69 137  69 138
350 140 350 141
 66 176  66 177
133  31 133  32
111  24 112  24
242  45 243  45
264  16 264  17
187 164 187 165
192 121 193 121
 35  42  36  42
 29  99  29 100
310  55 311  55
 50  79  50  80
 55  81  56  81
234  28 234  29
156 158 157 158
 67  29  68  29
 80  82  81  82
 59  35  60  35
223  41 223  42
157 102 157 103
170   8 171   8
219  38 220  38
 83 103  84 103
308  91 308  92
 59  70  59  71
268 108 269 108
 79  78  79  79
220 167 220 168
184  66 184  67
158  96 159  96
 47  69  48  69
248 137 249 137
187 172 187 173
160 117 160 118
158 120 159 120
178 155 178 156
120  65 120  66
287 108 288 108
335  50 336  50
210 171 211 171
282 125 282 126
171 171 172 171
265  86 265  87
194 147 195 147
249  55 250  55
 84 141  84 142
355  52 356  52
  2 102   3 102
118 152 119 152
340 108 340 109
  1 157   1 158
130 128 131 128
228  92 228  93
127  30 127  31
 70  16  70  17
304 174 305 174
215 127 216 127
108 124 109 124
250  43 250  44
137  13 138  13
 44   2  44   3
 20  30  21  30
236  86 237  86
212 135 213 135
238  96 238  97
 31  17  31  18
242 176 242 177
239 138 240 138
 45 111  45 112
 42 117  43 117
230  78 230  79
182  66 183  66
313 141 314 141
180 101 181 101
 61  21  61  22
175 138 176 138
324  67 325  67
214  99 215  99
156  39 157  39
 85  57  86  57
141  25 142  25
205   2 206   2
 95 119  95 120
 11 131  12 131
 43   0  44   0
 70  37  70  38
 20  72  21  72
156  63 156  64
291  71 291  72
 89  65  90  65
 63  35  64  35
189 112 190 112
169  78 170  78
359  99 359 100
 24  25  24  26
169 103 169 104
304 147 304 148
147  31 148  31
239 176 239 177
 91  51  91  52
291  33 292  33
173   9 174   9
  4  56   4  57
145   0 145   1
194 136 194 137
247 100 247 101
204  27 204  28
257  66 257  67
144 146 145 146
174 161 174 162
316 123 317 123
 57  56  58  56
335 104 335 105
 50 141  50 142
334 125 334 126
197  29 198  29
117 112 118 112
174 103 175 103
128  36 128  37
  5 162   6 162
 75 169  75 170
167 142 168 142
253 178 254 178
 50 143  50 144
104  73 104  74
190 150 191 150
178 143 178 144
109  12 109  13
328  68 329  68
355 156 355 157
 11  29  11  30
171 119 171 120
 97  38  97  39
 23  25  24  25
139 126 140 126
  1  81   2  81
296   6 297   6
223 102 223 103
168 145 169 145
 61   1  61   2
 56  89  57  89
 25  10  26  10
335  76 335  77
126  94 127  94
118  50 118  51
196 167 197 167
122 129 122 130
260  65 261  65
305  69 305  70
204 163 205 163
 41   2  41   3
238  69 238  70
 53  72  54  72
226   9 227   9
 96  63  97  63
219 106 220 106
126 136 127 136
 87 168  87 169
209 116 209 117
133  60 134  60
 10 129  11 129
109 114 109 115
105 102 106 102
 44  24  44  25
 76   4  77   4
 67  73  68  73
 69  74  70  74
 57 118  57 119
189  80 189  81
  3 100   4 100
255 101 256 101
199 104 200 104
 92 110  92 111
 98   4  99   4
231 172 231 173
313 171 313 172
319  62 320  62
 84 153  84 154
204   5 205   5
274   1 275   1
  6 162   6 163
262 113 262 114
316 104 317 104
302  14 302  15
 43   0  43   1
165 168 165 169
 33   6  34   6
 43  94  43  95
166  94 166  95
 40  24  40  25
198  69 199  69
 56  21  57  21
 21  66  21  67
272 172 272 173
271  57 272  57
234  91 234  92
128  26 128  27
312  51 312  52
233  63 233  64
 64 162  64 163
298 174 299 174
255   6 255   7
 68 134  68 135
 14  80  14  81
313  74 313  75
136 164 137 164
288  86 288  87
211  60 212  60
237 105 238 105
 82 135  82 136
 26  39  26  40
180  64 180  65
222   1 222   2
220  61 221  61
 12 171  13 171
124  44 125  44
211 173 211 174
241  67 242  67
 78  70  78  71
 36  37  37  37
215   4 216   4
357  38 358  38
 32  44  32  45
  3  11   4  11
 64 161  64 162
