MAZE 168 84
128  34 129  34
148  38 149  38
141  54 142  54
 16  46  17  46
 69  40  69  41
164  61 164  62
 17  81  17  82
 90  27  90  28
114  59 114  60
 41  33  42  33
138  69 139  69
 69  62  69  63
 51  50  52  50
 25  73  26  73
146  51 146  52
  0  81   1  81
110  45 110  46
100  51 101  51
123  65 124  65
 93  68  93  69
123  51 124  51
111   5 111   6
163  41 164  41
121  82 121  83
143  37 144  37
 65  29  65  30
 16  24  16  25
  0  37   1  37
142  32 143  32
 47   9  48   9
 19  27  19  28
142  20 143  20
150  72 150  73
 79  28  79  29
144  38 144  39
161  23 161  24
 25  81  26  81
 80  83  81  83
 85  50  85  51
166  29 167  29
127  22 128  22
138  30 138  31
 90  64  91  64
 96  46  97  46
122  58 123  58
109  81 109  82
118  48 119  48
158  82 158  83
 17  52  18  52
 87  67  87  68
 90  45  90  46
 44  81  45  81
149  22 149  23
 48  55  48  56
 42  34  43  34
 41  56  41  57
130  19 131  19
124  64 125  64
117  13 117  14
154  65 155  65
116  11 116  12
107   3 107   4
108   2 108   3
144  61 144  62
143   8 144   8
 88  66  89  66
130   7 130   8
149  36 150  36
143  13 144  13
105  75 105  76
 36  33  36  34
 96  65  96  66
 39  35  40  35
 18  79  19  79
164  40 165  40
100  76 101  76
125  35 126  35
161  15 161  16
 33  56  34  56
 95   3  96   3
153   3 154   3
116  56 116  57
162  49 163  49
 49  38  50  38
106  17 107  17
136  79 136  80
 95  37  96  37
 89  47  90  47
100  31 101  31
 60  79  61  79
116  15 117  15
144   7 145   7
 70  26  71  26
 89  19  89  20
 91  41  92  41
150   1 151   1
143  64 143  65
155  65 156  65
144  68 145  68
107   2 108   2
 92  40  92  41
122  43 123  43
 91  15  91  16
 57  27  57  28
 59  51  60  51
 77  15  78  15
133   6 134   6
 94  43  94  44
 28  36  29  36
 16  49  17  49
 22  60  22  61
148  32 149  32
144  16 145  16
141  41 141  42
 41  20  42  20
 49  27  49  28
 83  75  83  76
133  35 134  35
 15  53  15  54
 53  76  54  76
 98  77  98  78
139  48 139  49
144  60 144  61
 16  46  16  47
 36  34  36  35
 21  47  22  47
  6   6   7   6
 38   6  38   7
 16  63  16  64
160  23 161  23
 84  49  84  50
165  80 166  80
 59   9  59  10
 12  32  12  33
 25  50  25  51
167  17 167  18
107  81 107  82
131  33 131  34
 73  74  74  74
148  13 148  14
 41  38  41  39
115  65 115  66
131  37 132  37
  0  47   1  47
117  59 117  60
 83  18  84  18
 87  42  88  42
160  77 160  78
 27  19  27  20
 29   6  29   7
 80  73  81  73
 74  35  75  35
 18  75  19  75
131  66 132  66
 41   1  42   1
 69   4  69   5
166  24 167  24
123  36 124  36
156  48 157  48
 12  77  12  78
 83  73  84  73
149  11 149  12
116  71 117  71
165  25 165  26
135   8 135   9
100  45 100  46
 16  62  16  63
139  75 139  76
122  65 122  66
 86  34  86  35
 29  47  29  48
110  75 110  76
 94  42  95  42
 94  30  94  31
164  26 165  26
 30  52  31  52
101  14 101  15
147  52 147  53
 74  73  74  74
115  12 116  12
 10  79  10  80
122  76 122  77
 62  27  63  27
101  47 102  47
 75  33  76  33
150  34 151  34
 12  40  13  40
 41  45  42  45
155  21 156  21
156  19 156  20
 55  10  55  11
 20  26  20  27
 50  15  51  15
 97  79  98  79
 17   6  18   6
 46  49  47  49
 80  56  80  57
 17   5  17   6
 45  76  46  76
 26  81  26  82
 98  37  98  38
114  11 115  11
 32  13  32  14
 47  55  48  55
  1  79   1  80
  2  43   3  43
105  38 106  38
 32  72  33  72
 69  71  70  71
 95   8  96   8
112  56 112  57
165  20 166  20
 62  54  63  54
159  77 160  77
 54  35  54  36
 18  75  18  76
115  55 116  55
 52  28  53  28
145  66 145  67
108  14 109  14
 65  82  65  83
110  30 110  31
 25  48  25  49
116  59 116  60
157  46 158  46
153  17 154  17
 30  18  30  19
162  43 162  44
 48  44  48  45
 42  32  42  33
127  80 127  81
 68  13  69  13
 29  61  30  61
100   4 101   4
151  55 151  56
156  68 156  69
157  55 157  56
 28  58  28  59
 98  36  98  37
 71  71  71  72
 25  61  25  62
 58  27  58  28
 96  32  96  33
111  57 111  58
 60  79  60  80
140  14 140  15
  2  53   2  54
 66  31  67  31
  7  15   8  15
 81  27  81  28
 49  35  50  35
 71   8  72   8
112  22 113  22
  6  78   6  79
162  70 162  71
 91  70  91  71
 83  74  83  75
102  11 103  11
151  51 151  52
 87  76  87  77
 15  49  16  49
 84  59  84  60
 59  83  60  83
 36  49  37  49
 72  49  72  50
  6  29   6  30
 25  80  26  80
 43  42  43  43
115  23 116  23
 37  28  38  28
 46  12  46  13
 53  61  53  62
118  16 119  16
148  14 148  15
134  49 135  49
103  66 104  66
111  35 111  36
  7  62   8  62
 98  58  98  59
 42  81  43  81
148  64 149  64
100  17 101  17
 35  27  36  27
155  61 156  61
165  21 165  22
115  21 116  21
163  43 163  44
138  54 138  55
 27  18  28  18
  3  54   4  54
147  45 147  46
119  50 120  50
  7  43   7  44
147  65 148  65
162  44 162  45
 53  49  54  49
115  73 115  74
 26   2  27   2
 93  47  93  48
 69  55  70  55
124  60 124  61
114  24 114  25
 75  74  76  74
 98  29  99  29
 46  25  46  26
 74  65  74  66
 47  39  47  40
 73  21  74  21
 94   4  95   4
 24  33  25  33
 27  80  28  80
  1  31   2  31
162  27 163  27
 67  49  68  49
125  43 125  44
  1  24   2  24
 10  66  11  66
128  59 128  60
 28  75  29  75
 54  46  55  46
116  24 116  25
158  51 159  51
 62  25  62  26
 52   1  53   1
 40  42  40  43
 48  13  49  13
105   8 106   8
 28  51  28  52
 34  26  35  26
105  54 105  55
 95  60  96  60
111  26 111  27
 16   3  17   3
166  32 166  33
111  47 112  47
 16   9  16  10
 90  23  90  24
130  36 131  36
 96  47  96  48
 89  51  90  51
 31  17  31  18
 86  68  87  68
 42  56  43  56
161  53 161  54
116  38 116  39
108  76 109  76
 16   8  17   8
158  73 158  74
 23  50  24  50
 19  39  20  39
161  62 161  63
 42  28  42  29
 56  41  56  42
 41  73  41  74
 52  27  52  28
 72  17  73  17
115  58 116  58
120  70 121  70
102  67 102  68
 55  67  55  68
 75  24  75  25
 32  56  32  57
 20  78  21  78
 10  49  11  49
116  34 116  35
 91  51  91  52
117  15 118  15
125  65 125  66
 87  50  87  51
 67  60  68  60
 66  62  67  62
149  46 150  46
