MAZE 56 112
 23  36  23  37
  9  49   9  50
 12  82  13  82
 54  53  55  53
 22  35  23  35
 24  59  25  59
  1  65   1  66
 54  12  55  12
 19  41  20  41
 50  47  51  47
 35  59  36  59
 54  30  54  31
 16  74  17  74
 35  67  35  68
 18  48  19  48
 44  62  44  63
 41  46  42  46
 41  91  42  91
 13 106  13 107
 49  48  50  48
 39  63  40  63
 37  75  38  75
 44  61  44  62
  6  58   6  59
 26  30  26  31
 12  66  13  66
 10  66  11  66
 17  33  17  34
 20  29  21  29
 14  50  14  51
 34  55  35  55
 47 110  47 111
  2  38   2  39
 15  77  15  78
 31  65  32  65
 23  64  23  65
 18   7  19   7
  7  63   7  64
 27  36  28  36
  9  84   9  85
 13 110  13 111
 10  32  10  33
 32  36  33  36
 43 103  43 104
 38  50  38  51
  4   7   4   8
  2  66   3  66
 39  86  39  87
 47  53  47  54
 22  77  22  78
  3  17   3  18
 36  34  37  34
 24  29  25  29
 16 108  16 109
  0   1   1   1
  5  73   5  74
 36  44  36  45
 27 110  27 111
 55  12  55  13
 39  97  39  98
 36  99  36 100
 42  19  42  20
 29  87  30  87
 46  91  46  92
 43  90  44  90
 37  78  37  79
 48  87  49  87
 38  39  38  40
  4  42   4  43
 37 105  37 106
 24  66  25  66
 26 109  27 109
 45  81  45  82
 19  27  20  27
 48  86  48  87
 50  55  51  55
 45   3  45   4
 52  88  53  88
  2 105   2 106
 33  31  33  32
 14  11  14  12
 50  19  50  20
 38  13  39  13
 24  36  24  37
  0 108   0 109
  1  39   2  39
 29  48  30  48
  6 105   7 105
 54  73  54  74
  8  75   9  75
 33  65  33  66
  7  76   7  77
 37  70  37  71
 50  76  51  76
 32  27  33  27
 15 106  16 106
 33 105  33 106
 53 110  54 110
 31  30  32  30
 14  10  14  11
 35  73  35  74
 48 109  48 110
 14 109  15 109
 38  54  38  55
 29  14  29  15
 41  92  41  93
 34  26  35  26
  5   8   5   9
 23  19  24  19
 28   3  28   4
 33  33  34  33
  3  70   4  70
 35  40  35  41
 39 109  40 109
  8  77   8  78
 41  74  41  75
 39  19  39  20
 53  75  54  75
  7 105   7 106
 21  57  22  57
 17 105  18 105
 47  39  48  39
 32   1  33   1
 12  63  13  63
  0  24   1  24
 18  37  18  38
 14  46  14  47
 43  10  43  11
 44   7  45   7
 25  21  26  21
 10  78  10  79
 25   3  25   4
  0   6   1   6
 49  67  50  67
 48  91  49  91
 37 108  37 109
 18  40  19  40
 38  28  39  28
