MAZE 96 192
 19  37  19  38
 81 100  82 100
 88 128  88 129
 64 112  64 113
 32  49  33  49
 67  67  67  68
 36  77  36  78
 58  41  59  41
 30 184  30 185
 77  50  78  50
 32 156  32 157
 17 124  18 124
  3 126   3 127
 72  33  72  34
 13  64  14  64
 68 174  68 175
 16 110  17 110
 20 124  20 125
 87  79  87  80
 66   3  66   4
 44 129  44 130
 41  23  41  24
 29  76  29  77
  0   6   1   6
 44  91  45  91
 81 143  81 144
 38 188  39 188
 92 180  93 180
  3  85   4  85
 63  45  64  45
 41  27  42  27
 22   0  22   1
 91  57  91  58
 15  50  15  51
 61  71  62  71
 83 146  84 146
 46 160  46 161
 25 148  25 149
 73  81  74  81
 51 126  51 127
 13  62  13  63
 55 103  55 104
 11  79  12  79
 62  62  63  62
 72  68  73  68
 84 186  85 186
 72   4  73   4
 62  69  62  70
 23  42  23  43
 50  73  51  73
 29 161  30 161
 21 179  21 180
  1  74   2  74
 25 122  26 122
 17  79  17  80
 78  54  79  54
 52 169  53 169
 12 105  12 106
 64 146  64 147
 58  49  58  50
 63 105  63 106
 55  78  55  79
 80  56  80  57
 14 191  15 191
 28 181  29 181
 71 116  71 117
 55 141  56 141
 93 130  94 130
 57  82  57  83
 15 181  16 181
 47  50  47  51
 85 180  86 180
 49  95  50  95
 72 180  73 180
 65  63  65  64
 85  81  85  82
  1 110   2 110
 67  94  67  95
  9 159   9 160
 44 144  45 144
 73 170  74 170
 26  19  26  20
 88 146  89 146
 23 165  24 165
 21 152  21 153
 14 149  14 150
 49   0  50   0
 10  26  11  26
 35 117  35 118
 74  40  74  41
 69 190  69 191
  2 136   3 136
 79  87  80  87
 28  58  28  59
 33  94  33  95
  6  54   6  55
 23  62  24  62
 63  86  64  86
 52 148  52 149
 63  14  64  14
 59 155  59 156
 10 156  10 157
 81  41  82  41
 35  69  36  69
 45  94  46  94
 13 129  13 130
 90  91  91  91
 29  82  30  82
 92 141  92 142
 27 111  28 111
 36  90  36  91
 39  69  40  69
  4 161   4 162
 72 153  73 153
 55 123  56 123
  4  47   5  47
 20 177  21 177
 62  58  63  58
  2 153   2 154
 89 155  90 155
  1 163   2 163
 64  56  65  56
 40 173  40 174
  1  10   1  11
 53 167  53 168
 45  66  45  67
 23 108  24 108
  0  35   0  36
 94  54  94  55
 73  35  73  36
 94  95  95  95
 55 102  55 103
 10  73  11  73
 50 111  51 111
 80 166  81 166
  2  21   3  21
 86 122  86 123
  3  14   3  15
 14  49  14  50
 67  95  67  96
 55  26  56  26
 58 173  59 173
  1  72   1  73
 92 131  93 131
 44 130  45 130
 54 145  54 146
 38 128  39 128
 40  25  41  25
  3   3   4   3
 34  80  34  81
 72  11  73  11
 20  40  21  40
 74 167  75 167
 30  79  30  80
 39  44  39  45
 48  36  48  37
 77 118  78 118
 44   2  45   2
 55 106  55 107
 41  77  42  77
  9 154   9 155
 24  95  24  96
 10 111  10 112
 92 130  92 131
 18  36  19  36
 58  19  58  20
 34 104  35 104
 32  84  33  84
 21 186  22 186
 30  41  30  42
 28 173  29 173
 78  22  78  23
 48  99  48 100
 87 183  88 183
 64   5  64   6
 61 118  62 118
 74  80  75  80
 32 189  33 189
 34 110  34 111
 80 173  81 173
 47  99  47 100
 93  38  94  38
 21  40  21  41
 80  62  81  62
  5  58   6  58
 74  63  74  64
 76 172  77 172
 50 130  50 131
  0 144   0 145
  3 116   3 117
 73 151  74 151
 20 187  20 188
 55 151  55 152
 64  74  65  74
 15   4  15   5
 44  25  45  25
 82 181  82 182
 94 128  94 129
 87  25  88  25
 13  34  13  35
 66  42  67  42
 62 104  62 105
 44 104  45 104
 45 115  46 115
 52 103  52 104
 14 153  15 153
 66 163  67 163
 55 150  56 150
 18 123  19 123
 24 158  25 158
 62 102  63 102
 74 171  74 172
 52 125  53 125
 89  93  90  93
 75 187  75 188
 75 122  76 122
 81 172  81 173
 93  52  94  52
  5 169   5 170
 58 180  58 181
 76 122  76 123
 35 102  36 102
 54  59  55  59
 67  71  67  72
 38 169  39 169
 27 131  28 131
 43 189  43 190
 67  98  68  98
 88   3  88   4
 74  39  75  39
 89 178  90 178
 48 179  48 180
 32  85  32  86
 85 173  85 174
 49  65  49  66
 81 129  81 130
 46  60  46  61
 94  44  95  44
 62 170  63 170
 82 148  82 149
 93 190  93 191
 48  90  48  91
 73 144  74 144
 45  27  45  28
 75  21  75  22
 64  54  65  54
 11 127  11 128
 12 111  13 111
 10 109  10 110
 78  95  78  96
  7  44   8  44
 15 155  15 156
 30  43  31  43
 79 104  79 105
 37  35  38  35
 22  59  22  60
 77 158  78 158
 24 136  25 136
 66  47  67  47
 76  76  76  77
 91  36  92  36
 53  46  54  46
 46 152  47 152
 85  68  85  69
 67 181  68 181
 23 119  23 120
 19  56  20  56
 41 118  41 119
  1  73   2  73
 23  48  24  48
 77  67  78  67
 73 113  73 114
 94 154  95 154
 76  41  76  42
 52  20  53  20
 82 144  83 144
 51 101  51 102
 10  38  10  39
  5  32   5  33
 72  96  73  96
 18 162  19 162
 37  30  37  31
 60 107  61 107
 50 112  50 113
 10 172  10 173
 88  60  89  60
 39   2  40   2
 93 176  93 177
 66 187  66 188
 50 179  51 179
 37 153  37 154
 40   8  40   9
 11  20  11  21
 10   0  10   1
 50 177  50 178
 23 106  24 106
 32 157  33 157
 81   6  81   7
 28  75  29  75
 51 124  52 124
 95  85  95  86
 10 173  11 173
 47 161  47 162
 69 142  69 143
 50 184  51 184
 41 123  42 123
 49  94  49  95
 62  74  62  75
 19  75  20  75
 67 180  67 181
 18  64  18  65
 70  90  71  90
 49 154  49 155
 92 162  92 163
  4 162   5 162
 69  78  70  78
 48 115  48 116
 50  94  51  94
 56  51  56  52
 68  42  69  42
 10  91  11  91
 10  68  10  69
 23  68  23  69
 34  90  35  90
 73  18  74  18
  6  86   7  86
 76  39  76  40
 42  71  42  72
 60  74  60  75
 65 107  66 107
 13 149  13 150
  2  35   2  36
 41 126  42 126
 13 171  14 171
 46 103  46 104
 75 168  76 168
 72  34  72  35
 47  46  48  46
 18 103  19 103
 40 171  41 171
 20 188  21 188
 65  22  66  22
 70 150  70 151
 10  25  11  25
 18 126  19 126
 10  57  10  58
 68  80  68  81
  1  40   2  40
 34 122  35 122
 32  30  33  30
 30 102  31 102
 18 117  18 118
 12 109  12 110
 22  73  23  73
 41  22  42  22
 20 136  21 136
 23 113  24 113
 26 154  26 155
  7  92   8  92
 51 118  51 119
 30 134  30 135
 52  12  52  13
 18   1  19   1
 33 153  33 154
 90  19  91  19
 46  86  46  87
 33  77  34  77
 49  68  49  69
 64  72  65  72
 74  21  75  21
 91 132  92 132
 41 136  41 137
  8  74   8  75
 42  22  42  23
 70  93  70  94
