MAZE 216 108
133  30 133  31
 25  75  26  75
139  55 140  55
117  62 117  63
 25  66  25  67
 42  10  43  10
148  79 148  80
 53 106  53 107
191  39 191  40
185  54 186  54
193  67 194  67
 61  90  62  90
143  25 143  26
 59  86  59  87
 90   1  90   2
 12  36  13  36
 81  31  81  32
181  17 182  17
 31  96  32  96
 66  30  66  31
 56  57  56  58
 61  18  61  19
154  23 155  23
 52  68  52  69
 67  40  68  40
214  65 215  65
 89  73  89  74
  9 106   9 107
 70   4  71   4
204  18 204  19
191   0 191   1
138  59 139  59
 55  79  56  79
 17   8  18   8
143   6 144   6
 23  79  23  80
108  40 109  40
 48  48  48  49
 40   9  41   9
154  49 155  49
 42  70  43  70
 15  79  16  79
174  22 174  23
 56  89  56  90
127 107 128 107
112  30 112  31
154  10 155  10
125  10 126  10
 65  48  66  48
 46  93  46  94
210  76 211  76
 24 100  24 101
185  85 186  85
162  49 163  49
 28  97  29  97
144 100 144 101
116  68 117  68
121   7 122   7
171  90 172  90
 39  83  40  83
 78  36  78  37
  6  40   7  40
168  45 169  45
207   8 207   9
211 104 212 104
146  62 146  63
112  91 112  92
176 100 177 100
167  30 167  31
101  52 102  52
161  48 161  49
 53  21  53  22
153  38 154  38
 32  90  32  91
177  44 177  45
174  34 175  34
  3 101   4 101
 23  39  23  40
118 102 119 102
 82  58  82  59
182  62 182  63
 98  51  99  51
 58  61  58  62
199  95 199  96
197  61 197  62
132  69 133  69
108  97 108  98
 94  11  95  11
 37  27  37  28
 45  15  46  15
138   1 139   1
156  68 156  69
 25  76  25  77
 81  93  81  94
145  61 146  61
 67  42  67  43
180   8 181   8
136   7 136   8
 75  13  76  13
 57  50  57  51
170  68 171  68
200  61 200  62
140  47 140  48
  8  41   9  41
204 100 204 101
 68  36  68  37
 50  45  51  45
112  29 113  29
142  27 142  28
 32  26  33  26
  8  71   9  71
144  17 144  18
177  59 177  60
196  49 197  49
 40  38  41  38
 50 102  50 103
190  49 191  49
197  51 198  51
149  36 150  36
144  74 144  75
 68  13  68  14
123  60 123  61
135 104 136 104
164  30 164  31
 77  79  77  80
105   6 105   7
177  99 178  99
206   1 206   2
 94  18  94  19
197  87 197  88
116  24 116  25
185  30 186  30
 14  43  15  43
  6  61   6  62
148  19 148  20
141  56 142  56
  1  57   2  57
162  83 162  84
151  48 152  48
 28  62  29  62
212  65 213  65
 51  56  52  56
 94  65  95  65
 99  79 100  79
 90  74  90  75
192  80 193  80
139  77 139  78
  8 105   9 105
 52  94  53  94
201  12 202  12
115  82 116  82
164  98 165  98
 31  58  31  59
  8  26   8  27
170  97 170  98
148  22 149  22
209  79 210  79
 31  25  31  26
128  54 128  55
123  92 124  92
172  72 173  72
 70  95  71  95
182  56 182  57
 32   5  33   5
 67  43  68  43
207  56 208  56
 99  56  99  57
  4  88   4  89
 12  99  12 100
 49 102  50 102
 19  93  20  93
  5  97   5  98
 88 106  88 107
186   3 186   4
 61 100  62 100
193   4 193   5
183  10 183  11
147  46 147  47
159  35 159  36
177  67 178  67
 85  68  86  68
101  17 101  18
 82  95  83  95
120  87 120  88
 33  70  34  70
193  35 193  36
 88  94  89  94
 11  59  12  59
 44  12  44  13
154  92 154  93
150  48 151  48
109  72 110  72
163  60 164  60
176  37 176  38
140  82 140  83
 45  20  45  21
 63  25  64  25
111  90 111  91
122  17 123  17
 49  49  49  50
 82   3  83   3
165  32 166  32
209  67 210  67
 47  20  47  21
165  87 166  87
178  71 178  72
126  99 127  99
 72  92  72  93
187   2 187   3
130  34 130  35
151  14 151  15
 16  87  17  87
 26  53  26  54
200   9 201   9
195  49 196  49
148  82 149  82
 47  37  48  37
196 104 197 104
207  35 207  36
 45  17  46  17
128   7 129   7
203  13 204  13
143 100 143 101
181 105 182 105
 52 103  53 103
  2  78   2  79
 42  41  43  41
