MAZE 264 132
105  26 106  26
241  18 241  19
179  31 180  31
131  70 131  71
114  61 114  62
 95  20  95  21
 69  13  70  13
221  22 222  22
 70  12  70  13
120  35 121  35
148 120 148 121
115   8 115   9
125 124 126 124
136  38 137  38
198  77 199  77
  2 101   2 102
 94  32  95  32
185 110 185 111
153  62 154  62
116   5 116   6
 72  20  73  20
133 122 133 123
227 125 228 125
167   4 167   5
189 101 189 102
 15 128  15 129
 70  88  70  89
 41 120  42 120
103  28 104  28
231  44 231  45
 48  62  48  63
127  29 127  30
246  74 247  74
 26  77  26  78
241 129 242 129
 89  85  90  85
 20  89  21  89
155  44 156  44
134 112 135 112
260  96 261  96
153  95 154  95
252   7 253   7
 97  26  98  26
 45 102  46 102
 90 126  90 127
145 108 146 108
 71  34  72  34
133  43 133  44
175  89 176  89
 97  67  97  68
217  49 217  50
 32  73  32  74
  1  47   1  48
152 107 152 108
 74  44  74  45
 16   1  16   2
161  20 162  20
231  14 231  15
121  47 121  48
231 126 232 126
164 111 164 112
 48  16  48  17
130 121 130 122
162  29 163  29
 98 125  99 125
146  14 147  14
 18  29  18  30
 46  31  46  32
145  28 146  28
104  95 105  95
175 104 175 105
 69  14  69  15
188 101 189 101
142  85 142  86
243 109 243 110
251  28 252  28
137  27 137  28
 18 127  18 128
263  36 263  37
219  81 220  81
184  39 184  40
143 124 143 125
  8  19   8  20
192 125 192 126
185  79 185  80
 89  78  89  79
234  41 235  41
 89 131  90 131
  3  80   4  80
 54  69  54  70
189 120 189 121
146  27 146  28
206  38 207  38
113  92 114  92
168   2 169   2
227  94 228  94
 48 113  48 114
 90 130  90 131
 33  36  33  37
221  50 222  50
202  58 202  59
221  33 221  34
218 111 219 111
257  47 257  48
195  63 196  63
 23 123  24 123
  9  59   9  60
 14 116  14 117
144 124 144 125
 27  62  28  62
246  26 246  27
 34  32  35  32
180  62 181  62
131  79 132  79
158  35 159  35
 42 114  42 115
168  36 169  36
238  44 239  44
228  92 229  92
104  91 105  91
226  46 226  47
 25  62  26  62
233  54 234  54
233  47 234  47
106 115 107 115
188  98 189  98
  2   7   3   7
 81  69  82  69
191  15 191  16
251  48 252  48
244  26 244  27
  9  84   9  85
 41  23  41  24
 23  59  24  59
156  27 156  28
229  99 229 100
234  64 235  64
198 127 199 127
112 109 113 109
 85  89  85  90
 45  55  46  55
 78  91  78  92
178 102 178 103
 63  13  63  14
 23  19  24  19
 46  60  47  60
 91 125  92 125
174  40 175  40
163  71 163  72
 57  74  57  75
176  43 177  43
218 111 218 112
 97  12  97  13
 44 123  44 124
177  76 178  76
 54 131  55 131
 62   2  63   2
 32  24  32  25
240  18 240  19
 16  14  16  15
167  49 168  49
 88  88  88  89
 64 117  64 118
 80 115  81 115
187   2 187   3
167  42 167  43
 92   3  92   4
254  60 255  60
 90 100  90 101
174 104 175 104
225  20 225  21
221  94 222  94
117  37 118  37
247  32 247  33
142 121 142 122
142  88 143  88
249  25 250  25
 57  74  58  74
 86  96  87  96
210  54 211  54
150  44 150  45
107  31 107  32
180  95 181  95
 15  65  15  66
 17  99  18  99
 62  53  63  53
105  27 106  27
167  99 167 100
229  66 230  66
 94  19  95  19
  8  60   9  60
175  78 176  78
 31  34  31  35
 70  17  70  18
183  54 184  54
  1  21   1  22
 16  72  16  73
157  90 157  91
229  43 230  43
 49   9  49  10
 24  19  24  20
 25  97  26  97
 98  66  98  67
 79  47  80  47
112   3 113   3
250  55 251  55
119  92 120  92
 94  16  95  16
187  44 187  45
  9  66  10  66
 43  98  43  99
 26  49  26  50
168  47 169  47
133  39 134  39
 63  54  64  54
230  20 230  21
182  38 183  38
 20  53  21  53
 26  61  26  62
 60  74  60  75
173  45 174  45
176 107 176 108
127  24 127  25
198 126 199 126
 23 119  24 119
127  57 127  58
216  80 216  81
 35  85  35  86
124 130 125 130
 42  92  43  92
141 125 141 126
237  26 237  27
 25  94  25  95
152  43 153  43
  1  97   2  97
 29  63  29  64
139 109 140 109
113  91 114  91
195 128 196 128
186 106 187 106
  9  59  10  59
112 108 113 108
142  86 142  87
 43  17  44  17
142  13 143  13
 87  73  87  74
195  29 195  30
 73 128  74 128
137  66 137  67
 57  43  57  44
 88  85  89  85
184  91 184  92
 26  61  27  61
165   5 165   6
260 129 261 129
240  89 241  89
119  84 119  85
203 119 203 120
 45  13  46  13
 61  66  61  67
247  65 248  65
  3  88   4  88
104  96 105  96
 80  87  80  88
239 101 240 101
210   5 210   6
206 126 207 126
111 126 112 126
  3  34   4  34
 96  22  97  22
260  31 260  32
 36 107  37 107
204  95 205  95
140  29 141  29
252  51 253  51
153  93 153  94
209  85 209  86
 51  14  52  14
244  84 245  84
161  33 161  34
 90  14  90  15
255  51 255  52
151  27 152  27
231  44 232  44
 41  84  41  85
164  50 164  51
125 127 125 128
114 123 114 124
 34  33  34  34
 63  59  64  59
120 108 121 108
210  11 211  11
 59   9  60   9
254 124 255 124
  4  54   4  55
202  45 202  46
247  70 248  70
171  24 171  25
142  96 142  97
  0 128   0 129
 31 112  31 113
250  36 251  36
157  35 158  35
173  57 173  58
 98  33  98  34
 83  93  84  93
185  22 186  22
235 128 236 128
198   6 199   6
184  53 185  53
 93 105  94 105
235  18 235  19
 61  62  62  62
215   3 215   4
 10  39  11  39
120  75 120  76
153  50 154  50
 89  12  89  13
174  44 175  44
253 123 253 124
 85   7  85   8
256  75 256  76
169   4 170   4
 26  39  26  40
 54 102  54 103
217  93 217  94
164 104 164 105
240 128 240 129
 30   4  30   5
214  67 215  67
  2 106   2 107
160  24 160  25
117  38 117  39
135 114 136 114
 57  51  58  51
216  91 217  91
107  20 108  20
 92  97  92  98
205  26 206  26
145  56 145  57
117  29 118  29
 86 118  87 118
 22  51  22  52
 44  93  44  94
241 106 241 107
101  14 101  15
164 106 164 107
179  70 180  70
 42  29  43  29
185  50 186  50
  8 100   8 101
244  34 245  34
 19  32  19  33
246  19 246  20
 51 108  52 108
241 107 241 108
170  40 170  41
 79  77  79  78
156  68 157  68
 37 106  37 107
143  93 143  94
 80  86  81  86
129  92 130  92
151  33 152  33
207  64 208  64
223  19 224  19
122  52 122  53
243  89 244  89
 14 104  15 104
 70 128  70 129
131  35 132  35
136  76 137  76
 41  86  42  86
 65   1  65   2
119  38 119  39
252  90 253  90
104  92 104  93
  6  91   6  92
  2 130   3 130
 40 115  41 115
209  27 210  27
 51 102  52 102
 34  73  34  74
 63  57  63  58
 93  76  94  76
208  54 208  55
 91 129  91 130
153 123 154 123
100  25 101  25
235   4 235   5
  1  44   2  44
230  31 231  31
221  32 222  32
186  57 187  57
 51 129  51 130
140  38 141  38
138  37 138  38
156  52 156  53
177  70 178  70
 59  68  59  69
 17 116  17 117
  1 101   2 101
 16 116  17 116
104  98 105  98
122  35 123  35
 37  17  38  17
 99 131 100 131
152  86 152  87
  3   7   4   7
167 128 167 129
158 126 159 126
 86  90  87  90
141  10 142  10
240 115 241 115
168  30 168  31
261 103 262 103
 22  86  22  87
  7  29   8  29
209  84 210  84
110  21 111  21
 56  42  56  43
126  76 126  77
117  89 118  89
 53 109  53 110
199 100 200 100
253 109 253 110
169  23 169  24
 88  12  89  12
107  21 108  21
 35  17  36  17
132 121 132 122
236  38 236  39
186  88 186  89
 83 102  83 103
 32  98  33  98
225  97 226  97
233  87 233  88
139   8 139   9
 18  36  18  37
 48  17  48  18
 47 111  47 112
231  10 232  10
 19  66  19  67
  3  54   4  54
  1  37   2  37
188  77 188  78
174  71 175  71
171 124 172 124
125  58 126  58
160 123 160 124
103 111 104 111
131 123 131 124
226  38 227  38
251  54 252  54
161  21 162  21
159  82 160  82
  3 121   3 122
224 126 224 127
 91  60  92  60
257  37 258  37
129   2 129   3
 28  61  29  61
213  32 213  33
122  19 123  19
206  90 206  91
254  16 254  17
 46  47  46  48
222  83 223  83
230   8 230   9
214  82 214  83
 45  72  45  73
 60   3  61   3
  4  79   5  79
121  70 122  70
162 103 162 104
152  33 152  34
258  67 259  67
222   8 222   9
175  19 176  19
107  45 108  45
224 130 225 130
247  49 248  49
  8   2   9   2
 61   1  62   1
 41  43  41  44
244 120 244 121
113  52 114  52
212 122 213 122
237  39 238  39
141  38 141  39
129   5 129   6
  3 100   3 101
  0  99   1  99
190  65 190  66
 24 103  25 103
 32  95  32  96
 61  31  62  31
104 108 105 108
101  16 102  16
167 126 168 126
 93  27  94  27
225  38 226  38
 93  20  94  20
171  97 171  98
236 127 236 128
 19  48  19  49
136  82 137  82
 11  92  11  93
242  62 242  63
  7  77   8  77
104  64 105  64
103  91 104  91
232  50 232  51
108  21 109  21
150  28 151  28
240 118 241 118
220  18 221  18
 68  27  68  28
208  58 209  58
199   8 199   9
116  63 116  64
 77 112  78 112
134 121 134 122
192  42 192  43
251 126 252 126
 76  10  76  11
 30  63  30  64
191 113 191 114
256  51 257  51
142  37 143  37
214   6 214   7
114  98 115  98
200  20 200  21
228  80 229  80
157  99 157 100
178 121 178 122
106  81 106  82
152  62 152  63
117 101 117 102
 62  48  62  49
132  88 133  88
252  59 252  60
 89  29  90  29
203  44 203  45
246  19 247  19
 70  59  70  60
220  61 220  62
 46   8  47   8
 37 104  37 105
209  41 210  41
 20   0  20   1
231  86 231  87
 19 115  20 115
 76  42  77  42
  2  48   3  48
157  68 157  69
231 121 232 121
144  54 145  54
 10  79  10  80
213  31 214  31
163  12 164  12
 71  80  71  81
 46   2  47   2
 24  25  24  26
190  61 191  61
  7  17   8  17
 56  61  57  61
142  10 143  10
 89  15  90  15
115  45 115  46
255  22 255  23
161 102 161 103
  1  33   1  34
121  86 122  86
168  57 169  57
260  26 261  26
 30   6  31   6
138   9 138  10
204  88 205  88
 91  98  92  98
121  14 122  14
239 119 239 120
253 103 254 103
209  78 209  79
169 128 170 128
 40 124  41 124
