MAZE 192 384
148 207 148 208
 55  74  56  74
 86 169  87 169
  5 199   6 199
 55 308  56 308
 66 304  66 305
183 131 183 132
 84 173  84 174
 37 132  37 133
104 297 104 298
 97 353  98 353
110 370 111 370
 67 275  68 275
174 217 174 218
 78 191  79 191
 58 252  58 253
163  10 163  11
 83 175  84 175
 39 234  39 235
  2 352   2 353
 94   7  94   8
147  96 147  97
 96  17  96  18
109 151 110 151
 55 317  55 318
 18 244  18 245
 77 286  77 287
159 353 160 353
148 230 149 230
 78 202  79 202
 88  49  88  50
 66  89  67  89
 89 197  90 197
152  82 153  82
 72 286  72 287
  3  38   3  39
 28 214  28 215
 88 106  88 107
 89 359  89 360
 82 220  83 220
 41 229  41 230
126 197 126 198
 76 293  77 293
 57 202  57 203
189 233 190 233
163 180 164 180
 48 371  48 372
 60 117  60 118
188 287 188 288
129 315 129 316
 89 372  90 372
 52 311  53 311
129 382 129 383
 20 270  20 271
 32 220  32 221
 79 221  80 221
 91 246  92 246
139 348 140 348
 65 189  66 189
112   2 113   2
117 155 117 156
180 289 181 289
 50   2  50   3
127 304 128 304
 96 177  97 177
 11  63  11  64
165 228 165 229
 69 368  69 369
 66  10  66  11
118 190 119 190
 76 204  76 205
180 301 181 301
 75 306  75 307
 20 216  21 216
148 128 148 129
165  46 165  47
 71 169  71 170
161 100 161 101
  7  84   7  85
103 169 104 169
138 180 139 180
  8 302   9 302
 67 247  67 248
 19 230  19 231
 38  37  39  37
165 175 165 176
 29 237  29 238
110 379 111 379
 28 112  28 113
  4 336   4 337
 90 306  91 306
188 207 189 207
 23  17  23  18
 59 160  59 161
135 244 135 245
145   7 146   7
 93 251  94 251
 88   1  88   2
 58 233  59 233
 79 120  79 121
134 341 134 342
182 316 183 316
 79  65  80  65
 79 264  80 264
  8 206   9 206
 15 365  16 365
145 281 145 282
100  23 100  24
163 109 164 109
 87  56  88  56
  6 282   6 283
 70  26  70  27
 21 188  21 189
 69 219  70 219
154 368 154 369
100 230 100 231
 53 176  54 176
 83 201  84 201
 75 323  76 323
146 157 146 158
 77 369  77 370
 99 367  99 368
142   2 143   2
 79 379  80 379
  4 311   4 312
128  82 129  82
127  49 128  49
170 178 171 178
161 182 162 182
 61 277  61 278
 97 184  97 185
165 332 165 333
188  77 188  78
189 375 189 376
 74 294  75 294
107 272 108 272
143   1 144   1
120 174 120 175
162 288 162 289
179 316 179 317
187 124 188 124
 74 295  75 295
161  63 161  64
128 211 128 212
 42 189  43 189
117 321 118 321
 17 381  17 382
119  20 119  21
 10 300  10 301
145 327 145 328
109 345 109 346
129 215 129 216
161 326 161 327
104 259 104 260
  7 222   8 222
 32 202  33 202
125 168 125 169
162 226 162 227
 67 167  68 167
110 255 110 256
 76 374  77 374
 62 365  63 365
 58 136  59 136
105 214 105 215
 83 303  84 303
 10  93  11  93
 61 288  61 289
 54 302  54 303
150   4 150   5
 85 106  85 107
106 206 106 207
 16 337  16 338
153 318 154 318
 36 129  36 130
  7 344   8 344
153 298 154 298
134 361 134 362
112 255 112 256
 16 199  17 199
143  87 143  88
127 186 128 186
 14 294  14 295
 10  80  11  80
126 268 126 269
