MAZE 184 92
152  87 153  87
140  10 141  10
175   3 176   3
 88  86  88  87
  0  35   1  35
 53  21  53  22
106  90 107  90
 81   2  81   3
  4   9   4  10
 72   3  72   4
 81  52  81  53
140  62 140  63
113   3 114   3
119  75 120  75
 36  69  37  69
167  62 167  63
153  11 153  12
162   2 162   3
103  21 104  21
178  59 178  60
 45  44  46  44
 77  57  78  57
 86  87  87  87
 82   5  82   6
  7  41   8  41
 50  51  51  51
167  68 167  69
 31  69  32  69
168  26 169  26
153  17 154  17
157  86 157  87
  4  48   4  49
119  11 119  12
153  38 154  38
106  89 107  89
 97  84  97  85
141  28 142  28
 77  56  78  56
 30  53  30  54
177  50 178  50
151  37 151  38
  1  90   2  90
109  46 109  47
 53  58  54  58
167  69 167  70
169   0 170   0
 88  21  88  22
137  91 138  91
 14  87  14  88
160  22 161  22
 44  60  45  60
 49  28  50  28
177  60 178  60
 62  87  63  87
141  53 141  54
115  51 115  52
 71  22  72  22
 36  78  36  79
 31  42  31  43
167   5 167   6
114  25 115  25
 84  69  84  70
 23   9  23  10
168  44 168  45
 77  10  78  10
 34  50  35  50
 92  77  92  78
128  51 129  51
163  36 163  37
138  91 139  91
154  89 154  90
175  55 176  55
180  20 181  20
179  58 179  59
 84  61  84  62
121  69 122  69
161  21 161  22
  7  36   7  37
 36  38  37  38
176  66 177  66
 31  10  32  10
116  59 117  59
106   5 106   6
 13  88  14  88
114  76 114  77
127  27 127  28
  6  80   7  80
107  62 107  63
 16  39  16  40
146  82 146  83
182  21 183  21
 83  90  84  90
109  87 109  88
109  40 110  40
 74  75  75  75
 31  67  32  67
  1  34   2  34
 46  17  47  17
 73  50  74  50
168  66 168  67
 11  36  12  36
154  57 155  57
168   8 169   8
160   4 161   4
147  71 147  72
122  51 123  51
 33  36  34  36
 18  28  18  29
 33  86  33  87
 57  44  57  45
114  79 115  79
 53  44  53  45
 60  49  61  49
163  15 163  16
162  75 163  75
 91  24  92  24
  6   7   6   8
 24  63  24  64
 79  74  79  75
 46  14  47  14
 82  14  82  15
 18  37  18  38
 48  87  49  87
 70  32  71  32
 19  78  19  79
140  57 140  58
  6  79   7  79
155  16 156  16
149  84 150  84
 74  20  75  20
122  44 123  44
 33  71  33  72
 83   3  84   3
  8  15   8  16
 50  77  51  77
 96  32  96  33
 41  28  42  28
  0   0   1   0
130   3 131   3
 35  89  35  90
 38  79  38  80
153  68 154  68
107  89 108  89
 73  33  73  34
 75  34  75  35
108  89 109  89
 32  86  32  87
131  43 132  43
  7  50   8  50
118  79 119  79
 35  76  35  77
120  61 121  61
137  88 137  89
 58  59  59  59
 33  88  33  89
 13  65  13  66
 54  38  55  38
102   4 102   5
  6  55   6  56
113  21 113  22
 46  73  47  73
134  87 135  87
 21  11  21  12
102  26 103  26
123   1 123   2
 27  21  28  21
 55  34  56  34
 66   7  67   7
104  32 104  33
 36  39  36  40
141  51 142  51
120  38 120  39
 61  65  62  65
 37  31  38  31
136  15 137  15
  4   5   4   6
 27  12  27  13
 29  69  29  70
 52  87  52  88
  6  73   6  74
 42  28  42  29
138  70 139  70
176  75 177  75
161  76 162  76
134  78 134  79
145  39 145  40
 68  87  68  88
 85  44  85  45
 59  63  59  64
144  59 144  60
 55  44  55  45
100  33 100  34
130  38 131  38
 24  29  24  30
174  20 175  20
170  17 171  17
 78  47  78  48
105  27 106  27
102  33 103  33
 62  77  63  77
 63   5  64   5
181  58 182  58
152  76 153  76
153  60 153  61
 16  17  17  17
132  21 133  21
 22  19  22  20
 65  25  65  26
 41  82  41  83
110  66 111  66
122  68 122  69
148  28 149  28
 93  35  93  36
161  36 162  36
117   4 117   5
169  44 169  45
123  74 124  74
106  11 106  12
 56   8  57   8
