MAZE 136 68
  1   4   1   5
107  50 108  50
 96  61  96  62
 12  47  13  47
 92  36  93  36
122  14 123  14
 23  11  24  11
 15  33  16  33
 44  37  44  38
 93  54  93  55
  3  33   3  34
 52   9  53   9
 24  60  24  61
 34  12  34  13
 26  43  26  44
127  35 128  35
 23  49  23  50
 41  57  42  57
 52  60  53  60
 28  15  28  16
 54  47  55  47
104  47 105  47
 90  22  90  23
133  44 134  44
124  33 125  33
 30  48  30  49
 50  51  51  51
107  19 108  19
108  63 109  63
 97  61  97  62
 38  40  38  41
104  61 105  61
 86  14  86  15
 56  26  57  26
 24  26  25  26
 13  67  14  67
132  42 132  43
 97  14  97  15
  4  30   5  30
114  31 114  32
 15  46  16  46
121  31 121  32
 20  21  21  21
108  20 108  21
 21  31  22  31
 29  44  30  44
 97  48  97  49
 55   2  55   3
 42  47  42  48
 21  29  21  30
 65  55  65  56
 57  16  57  17
 32  54  33  54
134  57 134  58
119  46 119  47
 48  52  48  53
  4   0   4   1
 52  43  52  44
102  32 102  33
 24  25  24  26
123  13 124  13
 25  66  25  67
 22  20  22  21
  5  22   6  22
 59  62  60  62
117  50 117  51
 87   1  88   1
  5  49   5  50
 26  47  26  48
 73   8  74   8
116  25 117  25
134  26 135  26
129  36 130  36
 43  47  44  47
 51  22  51  23
 89   2  89   3
 45  49  46  49
 28  41  29  41
 86  19  87  19
 87  56  87  57
 49   1  49   2
105  60 105  61
  6  43   7  43
 24  38  24  39
103  33 104  33
 36  65  37  65
123  66 123  67
 70  19  71  19
 21  58  22  58
 61  12  62  12
 63  33  63  34
 63  20  63  21
 26  25  26  26
 95   6  96   6
 42  48  42  49
 80  53  80  54
 61   4  61   5
 24  55  25  55
 36  14  36  15
 24  21  25  21
  5   9   5  10
101   2 101   3
 72  37  73  37
 76  50  77  50
 30  37  31  37
 73   9  74   9
 29  36  29  37
 72  43  72  44
 22  23  23  23
108  18 108  19
  5   8   6   8
 35  64  36  64
 87  37  88  37
104   8 104   9
112  66 113  66
125  63 125  64
132   9 133   9
 97  14  98  14
 55  53  55  54
 88  14  89  14
 90  20  91  20
 83  43  83  44
 68  60  68  61
 77  12  78  12
 35  62  36  62
110  59 110  60
 79  41  79  42
120  63 121  63
 71  10  71  11
 42   1  42   2
117  51 118  51
 29  34  30  34
 51  62  51  63
 60  38  61  38
 35  51  36  51
 49  16  50  16
  7  13   7  14
128  56 129  56
117   8 118   8
 92  29  92  30
 21  21  21  22
 66  61  66  62
 30  14  31  14
 59  64  59  65
 27  55  27  56
 89  30  89  31
 52  43  53  43
 96  42  97  42
130  34 130  35
 16  13  17  13
 91  52  91  53
 84  25  84  26
 92  28  93  28
 48   6  49   6
 71   7  71   8
100  15 100  16
 36  31  36  32
 21  24  22  24
 63  42  64  42
134  32 134  33
 88  33  89  33
109  19 110  19
 15  17  16  17
 86  52  86  53
 99  19  99  20
 45  11  45  12
112  42 112  43
 99   2  99   3
 84  14  84  15
 54  59  54  60
111  13 112  13
130  40 130  41
  1  31   1  32
  5   2   5   3
106  20 106  21
 88  34  88  35
 22  24  22  25
 54  19  55  19
 69  39  69  40
 57  57  57  58
123  27 123  28
  6  33   6  34
100  32 100  33
 32  54  32  55
 64  53  64  54
 21  51  22  51
 69  65  70  65
  4  48   4  49
131  39 132  39
127  61 127  62
 98  25  99  25
 16  17  16  18
 76  28  77  28
 29  58  30  58
 35  27  35  28
 63  12  64  12
106  45 106  46
 16  16  17  16
114   7 115   7
 74  40  74  41
118  39 118  40
 13  41  13  42
 69  59  70  59
 10  30  11  30
 37   7  37   8
 93  40  94  40
 66  20  67  20
  8  65   9  65
 79  12  80  12
 29  33  30  33
 95  18  96  18
104  38 104  39
121  17 122  17
 95  16  96  16
 88  18  88  19
 48  43  49  43
 54  57  55  57
124  10 124  11
 34  24  35  24
 39  27  40  27
 70  57  70  58
 55  17  56  17
 92   5  92   6
 67  46  68  46
 47  59  48  59
111  32 112  32
 26  55  27  55
 78  62  78  63
112   1 112   2
 60  21  61  21
 11  61  12  61
 73  45  73  46
 17  23  17  24
 83  17  84  17
117  38 117  39
103  46 103  47
132  51 132  52
104  12 105  12
 34   9  34  10
 52  16  53  16
118  44 118  45
 26   1  27   1
  2  64   2  65
125  36 125  37
 15  25  16  25
111  61 111  62
  1  44   1  45
 91  25  92  25
114  13 115  13
 35  45  36  45
114   4 114   5
 64  56  64  57
 64  57  64  58
100  41 100  42
 62  47  62  48
 94  50  95  50
 10  60  10  61
  7  53   7  54
 40  46  41  46
 27  45  27  46
 46  48  46  49
133  21 134  21
 45  54  45  55
102  28 103  28
 59  52  59  53
 89   5  89   6
  9   9  10   9
 95  63  96  63
 91  34  92  34
 34  33  34  34
123  60 123  61
 69  46  69  47
 72  45  73  45
 46  20  47  20
 24  43  25  43
 31  13  31  14
 44  14  45  14
 41  53  42  53
 16  59  16  60
 47  61  48  61
