MAZE 64 128
  0 115   1 115
 31  63  31  64
 12  56  12  57
 52  47  53  47
 31  79  31  80
 28  45  29  45
 48  60  48  61
  6 126   6 127
 40  73  41  73
 34  36  35  36
 35 122  36 122
 40   1  40   2
 16  89  16  90
 29  11  29  12
 57  90  58  90
 13  84  14  84
  7  62   8  62
  3 125   4 125
 53 118  54 118
 36  35  37  35
  4  50   4  51
 10  46  10  47
 34   4  34   5
  2 115   2 116
 10  50  11  50
 16  45  17  45
 59  82  59  83
  7 107   7 108
  1  26   2  26
  7  56   7  57
 58  29  59  29
 16  77  16  78
 34  11  34  12
 30  51  31  51
  4  87   4  88
 29  71  30  71
 39   7  40   7
  6 106   6 107
  9  13   9  14
 30  71  30  72
 13  19  14  19
  2  88   2  89
 25 109  26 109
 56 114  57 114
 45  84  45  85
 24  60  25  60
 29  70  30  70
 15 104  16 104
 22  38  22  39
  6 106   7 106
 53  65  53  66
 14  70  14  71
 39  14  40  14
 56 108  56 109
 40  72  40  73
 52   8  52   9
 36  52  37  52
 63  98  63  99
 18 122  19 122
 15 101  16 101
 28  52  28  53
 33  19  33  20
 14  18  14  19
 52  74  52  75
 38 126  39 126
 15  81  16  81
 56  27  57  27
 15  68  15  69
 38  44  39  44
  6  75   6  76
 38  70  39  70
  8  76   8  77
 34  24  34  25
 55  39  56  39
 46  69  46  70
 25  62  25  63
 10  61  10  62
 54  49  54  50
 45  40  45  41
 55  40  56  40
  7  12   7  13
 56  38  56  39
 34  53  35  53
 57 107  57 108
 36  36  37  36
  3  77   4  77
 29  25  29  26
  1  84   2  84
 25  29  25  30
 40 126  41 126
 56  36  57  36
 59 106  60 106
 26  74  27  74
  7  13   7  14
 44  81  44  82
  2  69   3  69
  4  45   4  46
 44 103  45 103
 15  65  16  65
 22  90  22  91
 23  45  23  46
 33  79  34  79
 30 121  31 121
  7 116   7 117
 34  27  35  27
 17  52  18  52
 25 113  25 114
 29  15  29  16
 41  71  42  71
 39  45  40  45
 42  61  43  61
  2 122   2 123
  8  85   8  86
 30  23  31  23
 40   2  40   3
 56 106  56 107
 48  42  48  43
 46   7  46   8
  3  42   4  42
 30  46  31  46
 58  12  59  12
 32  50  32  51
 41  39  41  40
  6  29   6  30
 36  94  37  94
 62 126  63 126
 25  43  25  44
 29  80  29  81
 29 115  29 116
